courier_id,city,vehicle_type,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,number_of_cancellations,number_of_complaints,avg_delivery_minutes,courier_tier
7372,Seattle,Scooter,11,301,30,94,4.1,7813.8,25,4,0.6818,2,0,34.69,Standard
6865,Denver,Bicycle,2,80,21,1543,3.63,10906.72,28,4,0.5,4,2,38.26,Standard
7029,Denver,Scooter,1,672,27,1332,4.8,17135.4,17,6,0.8667,1,0,26.98,Gold
6080,Boston,Bicycle,1,459,27,1591,4.9,21411.09,23,17,1.0,1,0,29.19,Gold
6879,Denver,E-bike,3,188,61,458,3.83,7471.28,28,4,0.6957,2,1,36.44,Standard
7332,Austin,Scooter,3,643,43,1734,4.6,21132.26,32,14,0.9259,2,1,31.46,Gold
6025,Chicago,Bicycle,7,270,61,1054,4.28,12476.02,33,10,0.72,3,3,34.5,Standard
5329,Chicago,E-bike,6,695,35,481,4.59,15153.46,28,18,0.96,3,2,29.78,Gold
6108,Boston,Car,2,401,60,796,4.34,14120.47,19,6,0.6667,1,3,33.44,Standard
6517,Seattle,E-bike,4,494,35,1684,4.63,18737.86,36,23,0.9375,2,1,30.84,Gold
6129,Boston,Car,7,165,19,657,3.89,9444.67,27,4,0.6364,2,4,37.0,Standard
5331,Austin,E-bike,12,294,23,228,4.1,10256.67,24,4,0.7619,2,4,33.06,Standard
6097,Denver,E-bike,5,456,44,33,4.19,8442.28,26,3,0.913,1,3,35.15,Standard
6270,Chicago,E-bike,9,141,38,797,4.77,15599.69,36,23,0.875,3,3,30.61,Gold
5823,Denver,Car,3,604,32,1285,3.88,9749.3,19,1,0.6429,4,4,38.39,Standard
7055,Chicago,Scooter,8,358,61,101,4.32,11629.05,30,13,0.9259,3,2,31.63,Gold
6109,Chicago,Car,5,21,50,295,4.6,12697.33,32,12,0.9286,4,1,32.21,Gold
6535,Chicago,Bicycle,1,429,28,1233,5.0,23129.09,21,20,1.0,0,0,23.82,Gold
6679,Austin,Bicycle,10,156,30,878,4.42,17631.39,34,20,0.9032,2,1,29.14,Gold
5293,Denver,Car,10,524,58,715,4.29,14016.85,29,11,0.88,3,2,32.62,Standard
7122,Denver,Scooter,11,529,39,1139,4.11,11803.58,30,2,0.6111,8,1,,Standard
7128,Seattle,Walking,12,23,36,1501,4.26,12047.97,29,1,0.7273,5,1,,Standard
5201,Denver,Scooter,4,642,28,579,4.17,10432.03,38,6,0.8333,6,1,36.24,Standard
6296,Chicago,Walking,11,576,18,1393,4.23,15169.72,22,5,0.875,4,2,29.32,Standard
6493,Austin,E-bike,10,294,44,320,4.33,7376.93,15,2,0.8182,3,0,34.74,Standard
6430,Boston,Car,4,433,19,516,4.26,10589.6,31,9,0.7917,5,2,35.31,Standard
6070,Austin,Car,12,40,33,659,3.6,9448.93,28,3,0.7778,7,0,38.57,Standard
5317,Boston,E-bike,11,605,42,1495,4.74,20813.75,24,14,0.95,2,0,27.69,Gold
7070,Seattle,Bicycle,7,292,33,518,4.48,10927.42,23,11,0.75,2,1,30.91,Gold
6661,Denver,Car,1,424,50,1548,3.89,12845.36,27,3,0.6875,9,2,34.21,Standard
7498,Boston,E-bike,8,429,49,101,4.68,10774.52,37,18,0.9667,3,1,33.16,Gold
6589,Chicago,Walking,2,19,36,748,4.41,12810.2,25,7,0.7,2,2,32.89,Standard
6290,Seattle,Bicycle,5,135,23,292,3.98,9603.45,27,5,0.7391,2,0,38.69,Standard
5190,Seattle,Walking,3,230,18,199,4.14,7852.13,19,4,0.7143,4,1,30.85,Standard
6184,Austin,E-bike,2,503,50,1575,4.43,19392.01,37,22,0.9375,3,2,29.25,Gold
7219,Seattle,Bicycle,1,347,41,807,4.45,13793.03,33,13,0.88,5,1,33.35,Standard
5022,Chicago,Car,12,637,18,1605,4.22,13635.65,30,4,0.8182,5,3,33.89,Standard
6142,Seattle,E-bike,9,622,31,736,4.5,14083.36,25,12,0.8333,5,0,27.12,Gold
6496,Austin,E-bike,1,403,29,1634,3.42,11067.99,23,0,0.6667,8,1,40.29,Standard
7395,Chicago,E-bike,6,320,51,1169,5.0,21824.95,21,20,1.0,1,0,27.26,Gold
5265,Austin,E-bike,1,76,18,1403,4.49,15963.16,36,11,0.7742,1,1,34.42,Standard
6850,Denver,Car,5,285,21,1549,4.11,16445.25,27,12,0.8,1,1,31.35,Gold
6967,Austin,Bicycle,12,452,54,184,4.25,9454.42,24,6,0.7,2,1,32.67,Standard
6837,Boston,Bicycle,2,416,22,1004,4.2,11574.73,29,7,0.6667,8,3,36.23,Standard
7073,Denver,Scooter,4,452,50,201,4.51,14242.08,25,10,0.913,2,0,29.77,Gold
5612,Boston,Car,3,54,38,1219,3.94,12690.52,24,2,0.7273,6,2,36.99,Standard
5188,Austin,Car,7,390,51,830,4.44,13191.37,27,16,0.75,1,2,34.2,Gold
6235,Seattle,Car,9,370,61,1141,4.18,12240.07,30,4,0.7727,5,0,33.86,Standard
5082,Denver,Car,4,245,39,1596,3.99,14232.43,31,3,0.6957,3,1,35.07,Standard
5980,Denver,E-bike,3,156,57,1118,3.61,9800.48,24,2,0.8125,3,3,37.86,Standard
5842,Seattle,Scooter,11,67,22,383,4.52,15076.59,24,14,0.9545,1,1,27.32,Gold
7462,Chicago,Car,6,342,57,1625,4.54,16302.38,24,5,0.7222,6,3,30.27,Standard
5554,Denver,Scooter,2,43,50,1251,3.96,15183.66,27,10,0.9048,3,2,32.11,Standard
7087,Boston,Scooter,8,587,18,304,3.75,9791.39,26,3,0.6842,4,3,35.93,Standard
6511,Chicago,Scooter,11,360,40,1224,4.53,16422.09,28,9,0.8095,3,2,29.97,Gold
6284,Seattle,Scooter,9,310,24,1102,4.28,12487.76,23,3,0.6667,0,4,37.7,Standard
5801,Seattle,Car,7,126,47,367,3.86,6553.59,24,0,0.4,6,3,34.53,Standard
5389,Austin,Walking,12,360,50,246,4.51,9779.73,28,4,0.8095,4,1,31.93,Standard
5988,Denver,Bicycle,1,488,45,1493,4.6,18182.58,33,9,0.7778,6,0,32.74,Gold
5279,Denver,Car,8,430,48,723,3.98,11832.84,33,10,0.7097,2,3,35.73,Standard
6370,Boston,Car,8,230,63,1201,4.18,11738.32,22,3,0.6923,7,1,35.75,Standard
6263,Boston,E-bike,1,204,58,262,4.84,13756.44,26,11,0.9167,0,2,30.93,Gold
7200,Denver,E-bike,2,644,49,865,4.34,14582.89,23,9,0.6667,2,3,34.55,Standard
7478,Boston,E-bike,2,670,44,893,4.09,13675.39,26,5,0.92,0,3,36.21,Standard
5070,Seattle,Scooter,5,569,51,288,3.57,7541.35,18,1,0.6429,1,0,40.84,Standard
6944,Austin,Bicycle,12,644,44,1741,4.3,19987.99,24,14,0.8636,1,1,31.91,Gold
5152,Chicago,Bicycle,9,420,60,579,3.99,9116.93,27,3,0.6087,2,2,34.07,Standard
6593,Denver,Bicycle,7,23,36,1070,4.71,13371.91,18,6,0.625,1,0,,Standard
6357,Seattle,Car,8,233,47,1676,4.83,17971.79,34,19,0.9032,0,2,29.85,Gold
6902,Denver,Bicycle,3,141,59,188,4.13,9019.7,24,4,0.6842,3,1,33.0,Standard
6610,Boston,Bicycle,1,54,34,972,4.82,17707.78,32,20,0.9643,3,0,27.6,Gold
6244,Boston,Bicycle,7,523,62,1514,4.94,18916.21,33,23,0.931,3,2,26.99,Gold
6433,Austin,Car,11,16,55,1127,3.86,9786.41,29,2,0.7,4,4,36.44,Standard
7280,Boston,E-bike,2,237,26,118,4.35,12161.79,36,22,0.9412,1,1,30.52,Gold
5691,Boston,Bicycle,3,122,61,410,4.52,13278.38,25,10,0.8182,2,2,31.02,Gold
5391,Denver,Walking,7,481,46,296,3.16,6199.91,28,1,0.7222,6,7,37.11,Standard
5540,Chicago,Bicycle,9,649,19,1082,4.98,17254.53,25,18,0.9167,1,2,30.24,Gold
5340,Boston,Car,6,533,63,789,4.29,14349.65,35,15,0.9655,5,3,32.17,Gold
6139,Boston,Bicycle,7,273,49,1110,4.31,15284.39,32,6,0.56,1,2,32.74,Standard
5782,Seattle,Walking,12,265,62,508,4.14,9914.24,28,3,0.7143,6,3,37.29,Standard
6349,Austin,Car,3,77,58,1751,4.83,20717.51,18,15,1.0,1,0,,Gold
6333,Austin,Car,11,625,35,640,4.6,14846.66,24,8,0.95,3,2,30.28,Gold
5098,Denver,Bicycle,11,436,59,635,4.71,16488.13,25,15,0.8696,1,1,30.63,Gold
5041,Seattle,Bicycle,7,338,45,230,3.96,7992.09,25,5,0.8125,4,0,36.02,Standard
7154,Denver,Scooter,11,649,31,583,4.13,12116.66,25,9,0.619,3,2,34.51,Standard
5635,Austin,Scooter,7,304,48,1198,4.31,16239.21,21,10,0.9474,1,0,33.24,Gold
6475,Chicago,Bicycle,6,531,18,154,4.91,16052.11,27,24,0.963,0,2,27.76,Gold
6567,Denver,Bicycle,8,120,23,873,4.39,15054.42,22,15,1.0,1,0,28.42,Gold
6834,Denver,Car,3,309,42,1143,4.19,13148.5,27,6,0.76,1,3,,Standard
5319,Austin,Bicycle,4,174,41,56,4.45,10734.28,47,18,0.973,1,1,31.66,Gold
6923,Austin,E-bike,9,540,50,603,4.03,8229.49,39,2,0.6897,5,3,36.74,Standard
6283,Seattle,E-bike,1,209,54,113,4.43,10495.94,24,10,0.7778,5,0,30.79,Standard
5533,Boston,E-bike,11,379,47,1480,4.44,18706.95,27,14,0.72,2,2,30.27,Gold
6118,Boston,Car,3,64,60,1574,3.93,11600.38,39,4,0.4483,7,9,37.94,Standard
6412,Chicago,E-bike,3,202,54,936,4.81,14803.09,33,18,0.8571,4,0,31.7,Gold
6988,Denver,Bicycle,11,296,39,1476,4.32,13220.57,32,5,0.7692,5,3,35.56,Standard
6201,Denver,Bicycle,3,151,33,550,4.17,11016.09,29,10,0.9048,5,0,,Standard
5984,Boston,Car,8,514,56,1067,4.3,13563.26,23,1,0.8333,0,2,32.26,Standard
6622,Denver,E-bike,7,366,58,541,4.56,12897.93,21,7,0.8824,1,2,30.54,Standard
5676,Boston,E-bike,5,453,20,1251,4.38,13117.15,34,11,0.8966,3,3,,Standard
6223,Chicago,Car,4,131,46,258,5.0,15591.49,26,16,1.0,1,1,28.35,Gold
6934,Seattle,Car,7,58,51,159,4.1,8539.82,36,7,0.75,5,4,39.28,Standard
6487,Denver,Car,5,699,44,491,4.28,12283.92,25,5,0.7619,2,3,32.76,Standard
6968,Chicago,E-bike,10,52,30,184,4.51,11291.74,25,3,0.9524,1,1,32.46,Standard
7421,Chicago,Car,1,34,37,269,4.57,10035.9,37,12,0.7742,3,3,32.05,Standard
6003,Boston,E-bike,1,196,23,549,4.34,9939.27,24,3,0.8889,5,1,33.26,Standard
7063,Denver,Bicycle,3,418,47,1117,4.04,11889.92,31,5,0.6296,2,3,37.84,Standard
5286,Austin,E-bike,7,48,53,1182,4.67,16859.06,28,15,0.84,0,1,,Gold
5129,Seattle,Car,2,237,57,1453,4.45,15033.01,22,5,0.7333,5,2,,Standard
5880,Boston,Scooter,12,684,39,1656,4.83,22205.34,29,19,1.0,3,0,,Gold
6774,Denver,Bicycle,5,656,18,1680,4.77,17799.22,26,14,0.9524,2,0,30.36,Gold
6592,Denver,Walking,10,250,59,439,4.32,11607.54,32,9,0.9091,5,5,33.2,Standard
5664,Denver,Scooter,7,78,52,896,4.66,13206.35,33,11,0.8387,1,0,,Standard
5995,Denver,Bicycle,5,385,48,415,3.89,9481.52,35,3,0.6957,7,2,33.68,Standard
6042,Boston,Car,11,636,49,1128,4.55,15354.3,37,22,0.8214,6,0,30.5,Gold
5941,Chicago,Walking,6,505,63,475,4.23,11057.5,32,4,0.72,3,2,33.87,Standard
5993,Denver,Car,7,15,56,739,3.74,10846.85,31,4,0.7391,5,1,34.97,Standard
5378,Boston,Scooter,3,689,60,1095,4.54,15916.32,20,8,0.8333,1,1,29.33,Gold
6836,Seattle,E-bike,12,434,42,918,5.0,18306.47,29,23,0.9259,2,1,,Gold
6259,Austin,Scooter,8,164,45,443,4.21,11167.56,25,7,0.7,0,1,32.81,Standard
6278,Denver,Bicycle,4,325,57,672,4.81,17482.08,21,17,0.9048,0,2,28.38,Gold
5033,Austin,E-bike,6,104,59,216,4.16,13640.56,20,6,0.7222,1,0,31.91,Gold
7360,Seattle,E-bike,12,70,25,602,3.92,8637.41,36,7,0.75,4,2,34.71,Standard
6053,Boston,Scooter,5,305,29,563,4.62,14616.48,26,18,0.9048,3,0,30.29,Gold
7141,Denver,Bicycle,7,439,18,715,4.43,12138.73,26,5,0.5714,4,2,33.47,Standard
6524,Denver,E-bike,10,380,31,523,3.88,12364.73,25,7,0.913,1,3,35.59,Standard
6457,Austin,Car,7,247,38,1660,3.71,15132.15,20,3,0.75,4,0,35.98,Standard
6560,Seattle,Car,5,197,32,288,4.63,14264.5,29,13,0.9167,4,0,33.02,Gold
7268,Chicago,E-bike,3,691,37,1391,4.05,12863.76,38,7,0.7778,8,3,35.31,Standard
6086,Chicago,Walking,8,417,36,462,3.95,8807.57,39,15,0.6562,4,2,33.12,Standard
6362,Boston,Bicycle,1,492,47,1080,4.5,16040.28,31,15,0.72,4,3,31.88,Standard
5336,Seattle,Car,2,501,47,1517,4.31,15597.76,33,6,0.8261,7,1,37.09,Standard
6778,Seattle,Car,7,518,63,576,4.81,13988.57,35,19,0.8621,4,4,,Gold
6822,Denver,Scooter,12,450,62,1198,3.96,11274.26,33,2,0.6774,1,2,36.19,Standard
6248,Austin,Car,2,635,34,70,4.59,10304.74,29,4,0.7895,4,2,36.97,Standard
6131,Austin,Car,7,275,29,673,4.66,15571.75,28,17,0.7778,1,0,30.18,Gold
5027,Austin,Scooter,12,541,56,1382,4.23,14769.62,29,6,0.7727,3,3,35.1,Standard
7051,Denver,E-bike,7,517,41,1211,4.32,13852.61,29,11,0.7692,0,3,33.8,Standard
5669,Austin,E-bike,3,185,59,62,4.26,8000.55,20,2,0.5385,4,1,36.98,Standard
5484,Boston,Car,6,611,51,385,4.31,11269.66,31,9,0.7391,6,0,35.92,Standard
5678,Boston,Scooter,1,193,32,1778,5.0,22663.11,24,17,0.9091,2,1,27.25,Gold
5069,Chicago,Car,2,215,40,1488,5.0,22491.45,27,22,0.9615,0,0,,Gold
6507,Seattle,Car,6,665,28,443,4.19,9224.77,26,5,0.8889,5,1,32.76,Standard
6026,Boston,Walking,5,253,39,1694,4.43,18776.44,26,13,0.913,3,0,,Gold
5821,Boston,Car,6,451,37,483,3.86,10836.08,21,3,0.8421,1,1,37.88,Standard
6736,Chicago,Scooter,12,402,33,979,5.0,17006.12,34,25,0.9697,0,3,29.26,Gold
6478,Seattle,E-bike,4,455,40,1297,4.59,15397.84,33,14,0.8929,1,0,30.83,Gold
6704,Boston,Car,5,582,55,1762,4.92,17484.8,37,8,0.8621,5,1,34.22,Gold
5687,Austin,Bicycle,5,240,61,1419,4.02,16567.54,33,8,0.8182,9,0,33.07,Standard
5100,Austin,Bicycle,11,16,20,962,4.06,13132.52,24,7,0.7059,5,1,34.72,Standard
6692,Austin,Car,3,230,54,1473,4.6,16156.93,44,12,0.8889,5,3,31.26,Standard
5294,Denver,Bicycle,1,78,32,78,4.58,12962.64,23,12,0.7895,3,0,31.13,Gold
5464,Chicago,Bicycle,2,584,49,529,4.8,17283.82,36,28,1.0,3,2,27.75,Gold
5825,Boston,E-bike,2,433,47,1679,3.98,14478.23,21,7,0.8571,4,2,34.6,Standard
5127,Chicago,Car,5,494,25,1019,4.37,13190.58,34,9,0.7778,6,2,32.46,Standard
6156,Seattle,Car,6,656,44,684,4.12,10932.92,30,3,0.7,6,3,37.61,Standard
6958,Boston,E-bike,4,388,47,342,4.49,12514.16,36,15,0.871,2,2,32.06,Standard
6024,Chicago,E-bike,2,92,39,893,4.62,17394.14,23,12,1.0,2,0,25.61,Gold
6494,Chicago,Car,3,543,47,465,4.59,13761.5,27,13,0.96,1,0,31.5,Gold
5157,Chicago,E-bike,1,262,18,331,4.23,9003.72,26,7,0.7,5,4,37.08,Standard
6558,Austin,Car,2,402,44,76,3.69,5636.88,33,5,0.6154,6,2,38.19,Standard
5770,Seattle,Walking,5,398,21,450,3.88,10292.77,33,5,0.7083,8,1,36.02,Standard
6965,Austin,Walking,3,679,28,456,4.22,13197.3,27,11,0.7917,3,1,30.64,Standard
6091,Denver,Scooter,8,457,63,927,3.73,12354.0,26,6,0.6957,2,1,36.86,Standard
6413,Chicago,E-bike,4,216,38,776,3.6,5740.33,32,2,0.7917,7,4,39.68,Standard
5947,Denver,Car,5,114,51,576,5.0,17770.04,30,16,0.92,4,1,28.6,Gold
6587,Chicago,Scooter,10,409,40,1575,4.54,16588.09,23,9,0.9474,4,0,29.84,Gold
7432,Seattle,Bicycle,12,187,46,1601,4.58,18554.37,22,15,0.9524,1,0,28.9,Gold
7170,Denver,Car,2,146,36,1731,4.29,17715.82,33,11,0.8846,7,4,33.08,Standard
5334,Chicago,Car,4,491,19,713,3.92,9522.06,42,3,0.6875,6,7,36.21,Standard
6031,Austin,Car,2,191,18,1177,5.0,19348.73,33,22,0.9655,3,1,27.26,Gold
6813,Seattle,Bicycle,3,149,53,686,4.79,15178.93,27,11,0.9524,5,1,29.44,Gold
6711,Denver,Bicycle,5,444,40,283,4.26,13037.81,34,16,0.9286,4,0,31.02,Gold
5025,Boston,E-bike,6,98,26,422,4.21,11253.39,28,8,0.619,2,1,34.87,Standard
5508,Seattle,Walking,5,410,43,1089,4.97,18265.33,28,23,0.96,1,0,27.59,Gold
6808,Denver,E-bike,7,441,43,1022,4.85,16110.26,32,17,0.9286,2,1,30.37,Gold
5606,Chicago,Car,5,303,26,1094,4.91,16662.11,30,14,0.9231,3,0,30.22,Gold
5454,Seattle,Scooter,9,67,33,1458,4.64,17731.99,26,15,0.9565,1,0,28.2,Gold
7356,Boston,E-bike,1,625,21,323,3.94,6519.57,37,3,0.6667,8,5,41.16,Standard
5746,Seattle,Car,11,354,21,1274,4.9,21181.64,29,21,0.963,2,0,27.4,Gold
7354,Austin,Walking,1,340,41,435,4.32,13422.92,30,12,0.7391,4,1,32.12,Standard
6617,Chicago,Scooter,12,485,28,1710,3.86,15264.7,33,6,0.72,5,4,35.28,Standard
7105,Boston,E-bike,8,408,40,851,4.32,12383.51,28,8,0.875,3,3,,Standard
6683,Chicago,Bicycle,1,151,61,1194,3.84,11532.38,23,10,0.8333,2,2,36.33,Standard
5226,Boston,Car,5,381,28,1510,4.4,19204.68,35,24,0.9091,2,0,28.02,Gold
6810,Seattle,Bicycle,7,228,54,997,4.21,16167.39,27,9,0.7917,1,1,34.37,Gold
5065,Austin,E-bike,6,543,45,491,4.66,12920.48,32,15,1.0,1,1,31.26,Gold
6010,Chicago,E-bike,3,95,20,918,3.96,12113.47,18,5,0.6667,3,2,,Standard
5044,Denver,E-bike,9,298,56,589,4.55,14863.35,35,18,0.9231,3,3,,Gold
5431,Boston,Scooter,7,108,22,124,4.13,9981.15,30,10,0.64,3,2,36.48,Standard
7012,Seattle,Bicycle,11,567,38,173,4.34,7504.56,40,3,0.8333,7,3,33.95,Standard
7119,Denver,E-bike,4,306,60,1774,4.56,19672.2,30,14,0.9545,5,1,29.79,Gold
5400,Chicago,Walking,10,79,58,535,3.73,8903.51,22,1,0.75,5,4,34.76,Standard
6144,Boston,Car,2,333,50,246,4.35,10431.47,32,7,0.963,4,1,32.61,Standard
5173,Chicago,E-bike,10,651,48,1388,4.74,17651.57,32,22,0.9,1,3,31.55,Gold
6332,Denver,Car,9,430,36,38,4.51,13052.95,35,20,0.931,3,2,28.04,Gold
6352,Austin,E-bike,8,210,42,198,4.48,13584.15,27,14,0.7083,2,0,31.23,Gold
6161,Chicago,E-bike,2,581,36,429,4.1,7917.23,39,6,0.75,3,3,36.79,Standard
6670,Chicago,Car,10,582,21,65,4.61,13592.07,31,25,0.8929,1,0,29.59,Gold
6596,Boston,Bicycle,2,283,49,969,3.97,11755.25,37,9,0.7667,3,1,34.53,Standard
5786,Denver,Car,10,533,46,1033,4.63,11879.24,34,10,0.6,8,1,34.75,Standard
6910,Seattle,Car,8,409,26,318,4.11,10415.13,24,6,0.9,3,1,33.7,Standard
6261,Denver,Car,8,430,20,131,4.08,8171.5,33,4,0.6957,6,2,38.59,Standard
5852,Boston,E-bike,2,83,28,1759,4.43,20307.19,29,16,0.9231,2,4,30.2,Gold
6151,Denver,Car,9,264,37,1501,3.6,10361.13,21,2,0.4,3,2,38.23,Standard
6986,Chicago,Scooter,5,624,44,579,3.84,12441.98,38,8,0.5667,3,4,35.03,Standard
7104,Austin,E-bike,11,667,48,1615,4.26,18953.93,28,8,0.7917,1,0,29.53,Gold
6407,Austin,Walking,4,632,46,603,3.88,8442.53,31,4,0.8182,8,6,35.43,Standard
6823,Chicago,E-bike,11,108,43,398,4.09,10250.59,34,6,0.8,3,3,34.23,Standard
6638,Chicago,E-bike,5,566,23,1514,4.46,13301.4,33,7,0.6538,4,0,35.83,Standard
5038,Chicago,Walking,3,527,36,870,4.39,10463.47,34,7,0.8571,3,0,34.47,Standard
6856,Denver,Car,2,583,22,211,4.7,13692.28,17,10,1.0,3,2,28.89,Gold
5866,Seattle,Walking,6,196,24,166,4.36,9886.01,25,9,0.7273,1,2,34.55,Standard
6630,Boston,Scooter,2,89,39,638,4.85,13203.11,31,13,0.8148,4,0,32.39,Gold
5597,Boston,Car,12,184,28,1485,5.0,19101.36,25,16,0.95,4,0,29.07,Gold
5673,Denver,Scooter,1,143,39,956,4.1,12676.85,31,2,0.8462,3,2,32.26,Standard
7130,Denver,E-bike,9,274,31,1457,4.26,14804.68,29,7,0.6364,7,2,34.12,Standard
6909,Seattle,E-bike,8,43,51,1799,4.49,16882.78,24,7,0.8235,3,0,31.91,Standard
5229,Chicago,Bicycle,10,380,60,178,4.0,7050.89,23,3,0.75,3,1,37.29,Standard
5679,Chicago,Car,7,682,60,510,4.37,10331.36,38,10,0.8621,6,2,34.42,Standard
6714,Austin,Car,3,315,53,169,4.52,10532.13,21,9,0.7368,2,0,33.15,Standard
5996,Denver,Walking,2,290,56,944,4.68,15682.56,31,16,0.8462,1,0,28.22,Gold
5168,Chicago,Bicycle,3,234,47,538,3.97,7517.69,30,0,0.5769,2,4,41.0,Standard
7293,Denver,Bicycle,11,555,31,680,3.92,8327.05,32,3,0.6667,5,4,35.58,Standard
7129,Denver,E-bike,5,696,29,187,4.14,7495.9,25,3,0.7083,1,3,32.62,Standard
5402,Chicago,Bicycle,6,223,23,269,3.93,11352.65,28,6,0.7368,5,1,32.03,Standard
5269,Boston,Car,1,355,50,1788,3.99,15362.34,33,7,0.6667,8,2,31.86,Standard
6984,Denver,E-bike,2,378,33,642,4.4,13194.68,26,11,0.875,1,3,31.65,Gold
6476,Denver,E-bike,10,592,26,1785,3.93,15079.05,26,6,0.7895,3,4,38.53,Standard
6948,Denver,E-bike,5,330,30,485,4.44,14389.59,32,18,0.8387,0,1,30.03,Gold
7494,Chicago,Walking,8,630,43,222,4.42,8973.94,31,8,0.75,3,4,33.14,Standard
5542,Denver,Bicycle,10,221,50,1748,4.37,17295.47,34,11,0.8333,2,5,34.56,Standard
5710,Austin,Scooter,12,235,56,382,3.81,6146.23,28,1,0.5,4,4,38.86,Standard
5366,Chicago,Car,3,187,19,918,4.14,11900.72,27,5,0.8,2,0,33.46,Standard
6883,Denver,Walking,4,122,48,1406,4.79,18236.36,26,16,0.96,0,3,29.01,Gold
6325,Denver,Car,1,576,22,112,4.26,12510.8,28,15,0.8462,0,1,32.97,Gold
5834,Boston,E-bike,6,650,23,634,4.09,10531.12,27,2,0.7273,4,1,34.35,Standard
5518,Seattle,E-bike,6,571,41,958,4.01,12363.77,32,2,0.7059,11,1,36.62,Standard
6498,Denver,Walking,4,559,57,376,4.38,8654.17,27,4,0.6818,4,3,34.53,Standard
5671,Austin,Car,8,549,18,1212,3.98,12432.07,41,7,0.8,6,2,34.3,Standard
6126,Denver,Bicycle,4,329,40,1640,4.07,15759.39,34,10,0.875,8,2,33.61,Standard
7301,Boston,Bicycle,12,554,31,1560,4.47,16576.29,27,10,0.9091,3,1,31.28,Standard
6190,Chicago,Car,1,532,23,639,4.52,14971.92,23,12,0.9091,1,1,28.97,Gold
5028,Seattle,Car,9,280,46,1637,4.43,19586.91,29,12,0.9167,4,2,30.28,Gold
7307,Chicago,Car,4,124,57,895,4.05,11268.66,24,3,0.8667,7,2,32.84,Standard
6084,Seattle,Scooter,6,345,62,796,5.0,18570.9,20,13,1.0,2,1,28.38,Gold
5093,Seattle,Car,12,5,40,387,3.84,7565.62,38,5,0.7143,8,3,37.89,Standard
5123,Seattle,Car,6,395,22,457,3.82,9214.75,31,1,0.6818,4,3,38.3,Standard
5320,Denver,Bicycle,5,548,38,392,4.61,13999.16,22,14,0.9524,1,3,31.88,Gold
5029,Austin,Car,6,81,21,499,4.9,15618.45,26,18,1.0,2,1,30.71,Gold
5969,Chicago,E-bike,4,31,58,1006,4.23,13970.05,30,11,0.7692,2,4,32.11,Standard
5282,Austin,Scooter,5,508,43,1368,4.61,17925.8,22,13,1.0,1,2,30.36,Gold
6864,Denver,Bicycle,4,678,28,1442,4.63,14741.3,19,4,0.9375,2,0,32.28,Standard
5489,Denver,Bicycle,12,40,60,1101,4.75,17351.72,31,20,0.8846,2,3,28.96,Gold
6950,Boston,Car,12,625,25,1685,4.59,19245.48,24,9,0.8571,2,2,31.13,Gold
6094,Boston,E-bike,3,450,51,1085,4.83,15610.61,38,20,0.8824,2,2,31.62,Gold
5375,Austin,E-bike,7,634,42,783,4.79,16575.32,30,17,0.875,2,0,28.8,Gold
5344,Denver,E-bike,1,377,25,1692,4.44,16059.31,20,5,0.7222,0,2,29.91,Standard
5815,Denver,Car,1,418,44,1111,4.16,12320.38,23,5,0.75,3,0,,Standard
7480,Boston,E-bike,10,410,19,414,4.21,12166.78,30,13,0.75,5,1,31.62,Gold
6364,Denver,Car,12,510,29,867,4.45,13227.33,22,5,0.8125,4,1,31.63,Standard
5042,Seattle,E-bike,3,242,52,1554,4.59,17469.96,20,8,0.8421,1,2,31.36,Standard
7467,Chicago,Car,2,361,36,41,4.29,13244.14,37,21,0.9355,5,0,30.89,Gold
5541,Seattle,Walking,9,489,54,262,4.15,9609.79,29,4,0.7619,4,0,35.65,Standard
5141,Seattle,Scooter,5,341,51,847,3.9,9718.45,30,4,0.6667,3,4,36.11,Standard
6675,Seattle,Bicycle,4,303,22,1161,4.04,14174.63,21,6,0.8,4,2,37.65,Standard
5641,Austin,Car,2,526,40,1098,4.5,16075.45,32,20,0.9333,1,1,29.82,Gold
6119,Chicago,Car,8,230,18,966,3.73,11716.16,28,5,0.7368,6,1,36.77,Standard
6903,Chicago,Car,3,202,58,463,4.26,10584.76,28,10,0.9167,0,2,33.39,Standard
7428,Denver,Car,6,415,21,306,4.59,13826.94,19,11,0.8333,0,1,,Gold
5531,Seattle,Car,4,501,49,1482,4.76,17848.75,25,12,0.9091,1,3,29.17,Gold
5401,Chicago,Bicycle,5,61,31,83,3.1,2343.38,22,0,0.7143,7,1,38.54,Standard
6764,Chicago,Car,7,483,25,934,4.17,13742.98,22,5,0.7895,3,3,,Standard
5272,Austin,E-bike,10,643,41,1725,4.88,20606.85,27,15,0.9615,1,0,28.9,Gold
7473,Boston,E-bike,5,434,46,1028,4.13,12781.12,23,8,0.75,3,2,36.28,Standard
5172,Boston,E-bike,11,473,21,692,4.3,12289.17,29,8,0.88,3,3,34.77,Standard
5791,Austin,Car,11,285,58,638,4.33,11219.18,30,5,0.7826,5,0,33.48,Standard
6745,Boston,Car,9,255,57,583,4.6,14131.74,37,14,0.8182,2,1,31.05,Standard
6194,Chicago,E-bike,4,404,43,859,4.0,10725.78,32,3,0.8519,4,2,36.0,Standard
