,courier_id,city,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,number_of_cancellations,number_of_complaints,avg_delivery_minutes,courier_tier,vehicle_type_Car,vehicle_type_Bicycle,vehicle_type_Walking,vehicle_type_E-bike,vehicle_type_Scooter
248,6449,0.0,10,668,26,765,4.5,0.5309,32,15,0.8148,4,1,31.22,1,0,0,0,1,0
249,6536,3.0,11,179,62,1677,4.9,0.8864,23,16,1.0,3,0,27.39,1,0,1,0,0,0
250,5267,2.0,6,532,28,1165,4.19,0.6603,44,18,0.8,6,3,30.81,1,0,0,0,0,1
251,7252,0.0,9,322,31,647,4.02,0.4523,33,12,0.7931,1,1,31.84,0,1,0,0,0,0
252,5706,2.0,12,619,55,1653,4.66,0.7421,27,16,0.92,1,0,29.36,1,0,0,0,0,1
253,6391,3.0,5,94,26,1254,4.58,0.7569,29,21,0.92,2,1,24.46,1,1,0,0,0,0
254,5810,4.0,6,370,56,752,3.46,0.0912,29,2,0.3684,4,5,41.46,0,0,0,0,1,0
255,5221,1.0,1,519,36,648,4.99,0.6228,25,19,0.9167,1,0,30.4,1,0,0,1,0,0
256,5203,0.0,7,617,22,823,4.05,0.2872,30,4,0.72,5,3,36.97,0,1,0,0,0,0
257,6876,1.0,5,501,63,134,4.43,0.3925,24,10,0.85,3,3,33.76,0,0,1,0,0,0
258,7415,2.0,6,490,21,1470,4.54,0.6912,19,9,0.8889,0,2,30.07,1,0,0,0,0,1
259,5922,4.0,11,35,47,493,4.7,0.5430,20,9,0.875,3,2,30.04,1,0,0,0,1,0
260,6737,0.0,6,392,20,498,4.76,0.5638,29,18,0.9231,2,0,28.87,1,0,0,0,1,0
261,6380,1.0,10,684,23,764,3.96,0.3766,29,5,0.7727,3,2,35.23,0,1,0,0,0,0
262,5647,0.0,3,212,47,1140,4.31,0.6043,36,14,0.8333,8,2,32.03,1,0,0,0,1,0
263,7090,1.0,2,237,24,541,4.07,0.3380,27,7,0.4545,4,2,36.67,0,0,0,0,1,0
264,6656,0.0,8,393,30,656,4.64,0.4331,27,10,0.8261,2,3,36.22,0,1,0,0,0,0
265,7235,1.0,5,240,29,1774,4.72,0.7719,34,21,0.8966,3,1,27.26,1,1,0,0,0,0
266,7113,3.0,3,680,39,973,4.67,0.7577,25,17,0.9,3,1,27.54,1,0,0,0,0,1
267,7149,1.0,2,54,36,1232,4.12,0.4650,35,4,0.7917,8,4,34.75,0,0,1,0,0,0
268,7190,3.0,9,191,48,1337,4.26,0.6250,34,15,0.7742,1,1,33.56,1,0,1,0,0,0
269,7446,0.0,7,91,35,277,4.44,0.4404,33,12,0.8077,5,4,32.55,0,0,0,1,0,0
270,6343,3.0,1,612,27,620,3.84,0.3423,33,2,0.5,3,2,37.39,0,1,0,0,0,0
271,6586,2.0,2,543,24,1501,4.11,0.5837,23,5,0.8889,4,0,35.8,0,1,0,0,0,0
272,7313,1.0,5,80,51,295,4.37,0.3970,26,10,0.6957,2,0,32.26,0,1,0,0,0,0
273,6848,4.0,6,346,18,794,4.32,0.4639,29,13,0.8571,0,0,33.37,0,0,0,1,0,0
274,6472,4.0,4,258,43,1699,4.29,0.6600,24,9,0.7647,6,0,32.88,0,0,1,0,0,0
275,6344,4.0,1,217,41,1168,5.0,0.7491,23,18,1.0,1,2,27.64,1,1,0,0,0,0
276,5539,0.0,4,426,18,340,4.18,0.2537,35,5,0.7742,2,5,36.12,0,1,0,0,0,0
277,7372,4.0,11,301,30,94,4.1,0.2519,25,4,0.6818,2,0,34.69,0,0,0,0,0,1
278,6865,3.0,2,80,21,1543,3.63,0.3832,28,4,0.5,4,2,38.26,0,0,1,0,0,0
279,7029,3.0,1,672,27,1332,4.8,0.6477,17,6,0.8667,1,0,26.98,1,0,0,0,0,1
280,6080,1.0,1,459,27,1591,4.9,0.8292,23,17,1.0,1,0,29.19,1,0,1,0,0,0
281,6879,3.0,3,188,61,458,3.83,0.2373,28,4,0.6957,2,1,36.44,0,0,0,0,1,0
282,7332,0.0,3,643,43,1734,4.6,0.8174,32,14,0.9259,2,1,31.46,1,0,0,0,0,1
283,6025,2.0,7,270,61,1054,4.28,0.4498,33,10,0.72,3,3,34.5,0,0,1,0,0,0
284,5329,2.0,6,695,35,481,4.59,0.5635,28,18,0.96,3,2,29.78,1,0,0,0,1,0
285,6108,1.0,2,401,60,796,4.34,0.5196,19,6,0.6667,1,3,33.44,0,1,0,0,0,0
286,6517,4.0,4,494,35,1684,4.63,0.7157,36,23,0.9375,2,1,30.84,1,0,0,0,1,0
287,6129,1.0,7,165,19,657,3.89,0.3211,27,4,0.6364,2,4,37.0,0,1,0,0,0,0
288,5331,0.0,12,294,23,228,4.1,0.3556,24,4,0.7619,2,4,33.06,0,0,0,0,1,0
289,6097,3.0,5,456,44,33,4.19,0.2785,26,3,0.913,1,3,35.15,0,0,0,0,1,0
290,6270,2.0,9,141,38,797,4.77,0.5824,36,23,0.875,3,3,30.61,1,0,0,0,1,0
291,5823,3.0,3,604,32,1285,3.88,0.3340,19,1,0.6429,4,4,38.39,0,1,0,0,0,0
292,7055,2.0,8,358,61,101,4.32,0.4139,30,13,0.9259,3,2,31.63,1,0,0,0,0,1
293,6109,2.0,5,21,50,295,4.6,0.4592,32,12,0.9286,4,1,32.21,1,1,0,0,0,0
294,6535,2.0,1,429,28,1233,5.0,0.9021,21,20,1.0,0,0,23.82,1,0,1,0,0,0
295,6679,0.0,10,156,30,878,4.42,0.6687,34,20,0.9032,2,1,29.14,1,0,1,0,0,0
296,5293,3.0,10,524,58,715,4.29,0.5152,29,11,0.88,3,2,32.62,0,1,0,0,0,0
297,7122,3.0,11,529,39,1139,4.11,0.4213,30,2,0.6111,8,1,32.84,0,0,0,0,0,1
298,7128,4.0,12,23,36,1501,4.26,0.4316,29,1,0.7273,5,1,32.84,0,0,0,1,0,0
299,5201,3.0,4,642,28,579,4.17,0.3630,38,6,0.8333,6,1,36.24,0,0,0,0,0,1
300,6296,2.0,11,576,18,1393,4.23,0.5642,22,5,0.875,4,2,29.32,0,0,0,1,0,0
301,6493,0.0,10,294,44,320,4.33,0.2333,15,2,0.8182,3,0,34.74,0,0,0,0,1,0
302,6430,1.0,4,433,19,516,4.26,0.3697,31,9,0.7917,5,2,35.31,0,1,0,0,0,0
303,6070,0.0,12,40,33,659,3.6,0.3213,28,3,0.7778,7,0,38.57,0,1,0,0,0,0
304,5317,1.0,11,605,42,1495,4.74,0.8038,24,14,0.95,2,0,27.69,1,0,0,0,1,0
305,7070,4.0,7,292,33,518,4.48,0.3841,23,11,0.75,2,1,30.91,1,0,1,0,0,0
306,6661,3.0,1,424,50,1548,3.89,0.4655,27,3,0.6875,9,2,34.21,0,1,0,0,0,0
307,7498,1.0,8,429,49,101,4.68,0.3776,37,18,0.9667,3,1,33.16,1,0,0,0,1,0
308,6589,2.0,2,19,36,748,4.41,0.4640,25,7,0.7,2,2,32.89,0,0,0,1,0,0
309,6290,4.0,5,135,23,292,3.98,0.3278,27,5,0.7391,2,0,38.69,0,0,1,0,0,0
310,5190,4.0,3,230,18,199,4.14,0.2535,19,4,0.7143,4,1,30.85,0,0,0,1,0,0
311,6184,0.0,2,503,50,1575,4.43,0.7435,37,22,0.9375,3,2,29.25,1,0,0,0,1,0
312,7219,4.0,1,347,41,807,4.45,0.5057,33,13,0.88,5,1,33.35,0,0,1,0,0,0
313,5022,2.0,12,637,18,1605,4.22,0.4991,30,4,0.8182,5,3,33.89,0,1,0,0,0,0
314,6142,4.0,9,622,31,736,4.5,0.5181,25,12,0.8333,5,0,27.12,1,0,0,0,1,0
315,6496,0.0,1,403,29,1634,3.42,0.3900,23,0,0.6667,8,1,40.29,0,0,0,0,1,0
316,7395,2.0,6,320,51,1169,5.0,0.8468,21,20,1.0,1,0,27.26,1,0,0,0,1,0
317,5265,0.0,1,76,18,1403,4.49,0.5979,36,11,0.7742,1,1,34.42,0,0,0,0,1,0
318,6850,3.0,5,285,21,1549,4.11,0.6184,27,12,0.8,1,1,31.35,1,1,0,0,0,0
319,6967,0.0,12,452,54,184,4.25,0.3215,24,6,0.7,2,1,32.67,0,0,1,0,0,0
320,6837,1.0,2,416,22,1004,4.2,0.4115,29,7,0.6667,8,3,36.23,0,0,1,0,0,0
321,7073,3.0,4,452,50,201,4.51,0.5248,25,10,0.913,2,0,29.77,1,0,0,0,0,1
322,5612,1.0,3,54,38,1219,3.94,0.4589,24,2,0.7273,6,2,36.99,0,1,0,0,0,0
323,5188,0.0,7,390,51,830,4.44,0.4802,27,16,0.75,1,2,34.2,1,1,0,0,0,0
324,6235,4.0,9,370,61,1141,4.18,0.4398,30,4,0.7727,5,0,33.86,0,1,0,0,0,0
325,5082,3.0,4,245,39,1596,3.99,0.5244,31,3,0.6957,3,1,35.07,0,1,0,0,0,0
326,5980,3.0,3,156,57,1118,3.61,0.3362,24,2,0.8125,3,3,37.86,0,0,0,0,1,0
327,5842,4.0,11,67,22,383,4.52,0.5602,24,14,0.9545,1,1,27.32,1,0,0,0,0,1
328,7462,2.0,6,342,57,1625,4.54,0.6123,24,5,0.7222,6,3,30.27,0,1,0,0,0,0
329,5554,3.0,2,43,50,1251,3.96,0.5648,27,10,0.9048,3,2,32.11,0,0,0,0,0,1
330,7087,1.0,8,587,18,304,3.75,0.3358,26,3,0.6842,4,3,35.93,0,0,0,0,0,1
331,6511,2.0,11,360,40,1224,4.53,0.6174,28,9,0.8095,3,2,29.97,1,0,0,0,0,1
332,6284,4.0,9,310,24,1102,4.28,0.4503,23,3,0.6667,0,4,37.7,0,0,0,0,0,1
333,5801,4.0,7,126,47,367,3.86,0.1984,24,0,0.4,6,3,34.53,0,1,0,0,0,0
334,5389,0.0,12,360,50,246,4.51,0.3353,28,4,0.8095,4,1,31.93,0,0,0,1,0,0
335,5988,3.0,1,488,45,1493,4.6,0.6921,33,9,0.7778,6,0,32.74,1,0,1,0,0,0
336,5279,3.0,8,430,48,723,3.98,0.4225,33,10,0.7097,2,3,35.73,0,1,0,0,0,0
337,6370,1.0,8,230,63,1201,4.18,0.4185,22,3,0.6923,7,1,35.75,0,1,0,0,0,0
338,6263,1.0,1,204,58,262,4.84,0.5042,26,11,0.9167,0,2,30.93,1,0,0,0,1,0
339,7200,3.0,2,644,49,865,4.34,0.5393,23,9,0.6667,2,3,34.55,0,0,0,0,1,0
340,7478,1.0,2,670,44,893,4.09,0.5007,26,5,0.92,0,3,36.21,0,0,0,0,1,0
341,5070,4.0,5,569,51,288,3.57,0.2403,18,1,0.6429,1,0,40.84,0,0,0,0,0,1
342,6944,0.0,12,644,44,1741,4.3,0.7688,24,14,0.8636,1,1,31.91,1,0,1,0,0,0
343,5152,2.0,9,420,60,579,3.99,0.3072,27,3,0.6087,2,2,34.07,0,0,1,0,0,0
344,6593,3.0,7,23,36,1070,4.71,0.4879,18,6,0.625,1,0,32.84,0,0,1,0,0,0
345,6357,4.0,8,233,47,1676,4.83,0.6832,34,19,0.9032,0,2,29.85,1,1,0,0,0,0
346,6902,3.0,3,141,59,188,4.13,0.3031,24,4,0.6842,3,1,33.0,0,0,1,0,0,0
347,6610,1.0,1,54,34,972,4.82,0.6720,32,20,0.9643,3,0,27.6,1,0,1,0,0,0
348,6244,1.0,7,523,62,1514,4.94,0.7233,33,23,0.931,3,2,26.99,1,0,1,0,0,0
349,6433,0.0,11,16,55,1127,3.86,0.3356,29,2,0.7,4,4,36.44,0,1,0,0,0,0
350,7280,1.0,2,237,26,118,4.35,0.4365,36,22,0.9412,1,1,30.52,1,0,0,0,1,0
351,5691,1.0,3,122,61,410,4.52,0.4839,25,10,0.8182,2,2,31.02,1,0,1,0,0,0
352,5391,3.0,7,481,46,296,3.16,0.1833,28,1,0.7222,6,7,37.11,0,0,0,1,0,0
353,5540,2.0,9,649,19,1082,4.98,0.6527,25,18,0.9167,1,2,30.24,1,0,1,0,0,0
354,5340,1.0,6,533,63,789,4.29,0.5294,35,15,0.9655,5,3,32.17,1,1,0,0,0,0
355,6139,1.0,7,273,49,1110,4.31,0.5691,32,6,0.56,1,2,32.74,0,0,1,0,0,0
356,5782,4.0,12,265,62,508,4.14,0.3410,28,3,0.7143,6,3,37.29,0,0,0,1,0,0
357,6349,0.0,3,77,58,1751,4.83,0.7998,18,15,1.0,1,0,32.84,1,1,0,0,0,0
358,6333,0.0,11,625,35,640,4.6,0.5505,24,8,0.95,3,2,30.28,1,1,0,0,0,0
359,5098,3.0,11,436,59,635,4.71,0.6202,25,15,0.8696,1,1,30.63,1,0,1,0,0,0
360,5041,4.0,7,338,45,230,3.96,0.2594,25,5,0.8125,4,0,36.02,0,0,1,0,0,0
361,7154,3.0,11,649,31,583,4.13,0.4346,25,9,0.619,3,2,34.51,0,0,0,0,0,1
362,5635,0.0,7,304,48,1198,4.31,0.6096,21,10,0.9474,1,0,33.24,1,0,0,0,0,1
363,6475,2.0,6,531,18,154,4.91,0.6017,27,24,0.963,0,2,27.76,1,0,1,0,0,0
364,6567,3.0,8,120,23,873,4.39,0.5593,22,15,1.0,1,0,28.42,1,0,1,0,0,0
365,6834,3.0,3,309,42,1143,4.19,0.4784,27,6,0.76,1,3,32.84,0,1,0,0,0,0
366,5319,0.0,4,174,41,56,4.45,0.3759,47,18,0.973,1,1,31.66,1,0,1,0,0,0
367,6923,0.0,9,540,50,603,4.03,0.2695,39,2,0.6897,5,3,36.74,0,0,0,0,1,0
368,6283,4.0,1,209,54,113,4.43,0.3657,24,10,0.7778,5,0,30.79,0,0,0,0,1,0
369,5533,1.0,11,379,47,1480,4.44,0.7144,27,14,0.72,2,2,30.27,1,0,0,0,1,0
370,6118,1.0,3,64,60,1574,3.93,0.4126,39,4,0.4483,7,9,37.94,0,1,0,0,0,0
371,6412,2.0,3,202,54,936,4.81,0.5486,33,18,0.8571,4,0,31.7,1,0,0,0,1,0
372,6988,3.0,11,296,39,1476,4.32,0.4814,32,5,0.7692,5,3,35.56,0,0,1,0,0,0
373,6201,3.0,3,151,33,550,4.17,0.3878,29,10,0.9048,5,0,32.84,0,0,1,0,0,0
374,5984,1.0,8,514,56,1067,4.3,0.4960,23,1,0.8333,0,2,32.26,0,1,0,0,0,0
375,6622,3.0,7,366,58,541,4.56,0.4677,21,7,0.8824,1,2,30.54,0,0,0,0,1,0
376,5676,1.0,5,453,20,1251,4.38,0.4770,34,11,0.8966,3,3,32.84,0,0,0,0,1,0
377,6223,2.0,4,131,46,258,5.0,0.5821,26,16,1.0,1,1,28.35,1,1,0,0,0,0
378,6934,4.0,7,58,51,159,4.1,0.2827,36,7,0.75,5,4,39.28,0,1,0,0,0,0
379,6487,3.0,5,699,44,491,4.28,0.4417,25,5,0.7619,2,3,32.76,0,1,0,0,0,0
380,6968,2.0,10,52,30,184,4.51,0.3995,25,3,0.9524,1,1,32.46,0,0,0,0,1,0
381,7421,2.0,1,34,37,269,4.57,0.3462,37,12,0.7742,3,3,32.05,0,1,0,0,0,0
382,6003,1.0,1,196,23,549,4.34,0.3421,24,3,0.8889,5,1,33.26,0,0,0,0,1,0
383,7063,3.0,3,418,47,1117,4.04,0.4249,31,5,0.6296,2,3,37.84,0,0,1,0,0,0
384,5286,0.0,7,48,53,1182,4.67,0.6359,28,15,0.84,0,1,32.84,1,0,0,0,1,0
385,5129,4.0,2,237,57,1453,4.45,0.5584,22,5,0.7333,5,2,32.84,0,1,0,0,0,0
386,5880,1.0,12,684,39,1656,4.83,0.8629,29,19,1.0,3,0,32.84,1,0,0,0,0,1
387,6774,3.0,5,656,18,1680,4.77,0.6758,26,14,0.9524,2,0,30.36,1,0,1,0,0,0
388,6592,3.0,10,250,59,439,4.32,0.4129,32,9,0.9091,5,5,33.2,0,0,0,1,0,0
389,5664,3.0,7,78,52,896,4.66,0.4808,33,11,0.8387,1,0,32.84,0,0,0,0,0,1
390,5995,3.0,5,385,48,415,3.89,0.3227,35,3,0.6957,7,2,33.68,0,0,1,0,0,0
391,6042,1.0,11,636,49,1128,4.55,0.5720,37,22,0.8214,6,0,30.5,1,1,0,0,0,0
392,5941,2.0,6,505,63,475,4.23,0.3896,32,4,0.72,3,2,33.87,0,0,0,1,0,0
393,5993,3.0,7,15,56,739,3.74,0.3806,31,4,0.7391,5,1,34.97,0,1,0,0,0,0
394,5378,1.0,3,689,60,1095,4.54,0.5959,20,8,0.8333,1,1,29.33,1,0,0,0,0,1
395,6836,4.0,12,434,42,918,5.0,0.6974,29,23,0.9259,2,1,32.84,1,0,0,0,1,0
396,6259,0.0,8,164,45,443,4.21,0.3943,25,7,0.7,0,1,32.81,0,0,0,0,0,1
397,6278,3.0,4,325,57,672,4.81,0.6624,21,17,0.9048,0,2,28.38,1,0,1,0,0,0
398,5033,0.0,6,104,59,216,4.16,0.4993,20,6,0.7222,1,0,31.91,1,0,0,0,1,0
399,7360,4.0,12,70,25,602,3.92,0.2868,36,7,0.75,4,2,34.71,0,0,0,0,1,0
400,6053,1.0,5,305,29,563,4.62,0.5407,26,18,0.9048,3,0,30.29,1,0,0,0,0,1
401,7141,3.0,7,439,18,715,4.43,0.4355,26,5,0.5714,4,2,33.47,0,0,1,0,0,0
402,6524,3.0,10,380,31,523,3.88,0.4451,25,7,0.913,1,3,35.59,0,0,0,0,1,0
403,6457,0.0,7,247,38,1660,3.71,0.5626,20,3,0.75,4,0,35.98,0,1,0,0,0,0
404,6560,4.0,5,197,32,288,4.63,0.5258,29,13,0.9167,4,0,33.02,1,1,0,0,0,0
405,7268,2.0,3,691,37,1391,4.05,0.4663,38,7,0.7778,8,3,35.31,0,0,0,0,1,0
406,6086,2.0,8,417,36,462,3.95,0.2941,39,15,0.6562,4,2,33.12,0,0,0,1,0,0
407,6362,1.0,1,492,47,1080,4.5,0.6012,31,15,0.72,4,3,31.88,0,0,1,0,0,0
408,5336,4.0,2,501,47,1517,4.31,0.5824,33,6,0.8261,7,1,37.09,0,1,0,0,0,0
409,6778,4.0,7,518,63,576,4.81,0.5140,35,19,0.8621,4,4,32.84,1,1,0,0,0,0
410,6822,3.0,12,450,62,1198,3.96,0.3988,33,2,0.6774,1,2,36.19,0,0,0,0,0,1
411,6248,0.0,2,635,34,70,4.59,0.3576,29,4,0.7895,4,2,36.97,0,1,0,0,0,0
412,6131,0.0,7,275,29,673,4.66,0.5813,28,17,0.7778,1,0,30.18,1,1,0,0,0,0
413,5027,0.0,12,541,56,1382,4.23,0.5472,29,6,0.7727,3,3,35.1,0,0,0,0,0,1
414,7051,3.0,7,517,41,1211,4.32,0.5083,29,11,0.7692,0,3,33.8,0,0,0,0,1,0
415,5669,0.0,3,185,59,62,4.26,0.2598,20,2,0.5385,4,1,36.98,0,0,0,0,1,0
416,5484,1.0,6,611,51,385,4.31,0.3986,31,9,0.7391,6,0,35.92,0,1,0,0,0,0
417,5678,1.0,1,193,32,1778,5.0,0.8824,24,17,0.9091,2,1,27.25,1,0,0,0,0,1
418,5069,2.0,2,215,40,1488,5.0,0.8751,27,22,0.9615,0,0,32.84,1,1,0,0,0,0
419,6507,4.0,6,665,28,443,4.19,0.3118,26,5,0.8889,5,1,32.76,0,1,0,0,0,0
420,6026,1.0,5,253,39,1694,4.43,0.7173,26,13,0.913,3,0,32.84,1,0,0,1,0,0
421,5821,1.0,6,451,37,483,3.86,0.3802,21,3,0.8421,1,1,37.88,0,1,0,0,0,0
422,6736,2.0,12,402,33,979,5.0,0.6422,34,25,0.9697,0,3,29.26,1,0,0,0,0,1
423,6478,4.0,4,455,40,1297,4.59,0.5739,33,14,0.8929,1,0,30.83,1,0,0,0,1,0
424,6704,1.0,5,582,55,1762,4.92,0.6625,37,8,0.8621,5,1,34.22,1,1,0,0,0,0
425,5687,0.0,5,240,61,1419,4.02,0.6235,33,8,0.8182,9,0,33.07,0,0,1,0,0,0
426,5100,0.0,11,16,20,962,4.06,0.4777,24,7,0.7059,5,1,34.72,0,0,1,0,0,0
427,6692,0.0,3,230,54,1473,4.6,0.6061,44,12,0.8889,5,3,31.26,0,1,0,0,0,0
428,5294,3.0,1,78,32,78,4.58,0.4705,23,12,0.7895,3,0,31.13,1,0,1,0,0,0
429,5464,2.0,2,584,49,529,4.8,0.6540,36,28,1.0,3,2,27.75,1,0,1,0,0,0
430,5825,1.0,2,433,47,1679,3.98,0.5348,21,7,0.8571,4,2,34.6,0,0,0,0,1,0
431,5127,2.0,5,494,25,1019,4.37,0.4802,34,9,0.7778,6,2,32.46,0,1,0,0,0,0
432,6156,4.0,6,656,44,684,4.12,0.3843,30,3,0.7,6,3,37.61,0,1,0,0,0,0
433,6958,1.0,4,388,47,342,4.49,0.4514,36,15,0.871,2,2,32.06,0,0,0,0,1,0
434,6024,2.0,2,92,39,893,4.62,0.6586,23,12,1.0,2,0,25.61,1,0,0,0,1,0
435,6494,2.0,3,543,47,465,4.59,0.5044,27,13,0.96,1,0,31.5,1,1,0,0,0,0
436,5157,2.0,1,262,18,331,4.23,0.3024,26,7,0.7,5,4,37.08,0,0,0,0,1,0
437,6558,0.0,2,402,44,76,3.69,0.1594,33,5,0.6154,6,2,38.19,0,1,0,0,0,0
438,5770,4.0,5,398,21,450,3.88,0.3571,33,5,0.7083,8,1,36.02,0,0,0,1,0,0
439,6965,0.0,3,679,28,456,4.22,0.4804,27,11,0.7917,3,1,30.64,0,0,0,1,0,0
440,6091,3.0,8,457,63,927,3.73,0.4446,26,6,0.6957,2,1,36.86,0,0,0,0,0,1
441,6413,2.0,4,216,38,776,3.6,0.1638,32,2,0.7917,7,4,39.68,0,0,0,0,1,0
442,5947,3.0,5,114,51,576,5.0,0.6746,30,16,0.92,4,1,28.6,1,1,0,0,0,0
443,6587,2.0,10,409,40,1575,4.54,0.6244,23,9,0.9474,4,0,29.84,1,0,0,0,0,1
444,7432,4.0,12,187,46,1601,4.58,0.7079,22,15,0.9524,1,0,28.9,1,0,1,0,0,0
445,7170,3.0,2,146,36,1731,4.29,0.6723,33,11,0.8846,7,4,33.08,0,1,0,0,0,0
446,5334,2.0,4,491,19,713,3.92,0.3244,42,3,0.6875,6,7,36.21,0,1,0,0,0,0
447,6031,0.0,2,191,18,1177,5.0,0.7416,33,22,0.9655,3,1,27.26,1,1,0,0,0,0
448,6813,4.0,3,149,53,686,4.79,0.5646,27,11,0.9524,5,1,29.44,1,0,1,0,0,0
449,6711,3.0,5,444,40,283,4.26,0.4737,34,16,0.9286,4,0,31.02,1,0,1,0,0,0
450,5025,1.0,6,98,26,422,4.21,0.3979,28,8,0.619,2,1,34.87,0,0,0,0,1,0
451,5508,4.0,5,410,43,1089,4.97,0.6956,28,23,0.96,1,0,27.59,1,0,0,1,0,0
452,6808,3.0,7,441,43,1022,4.85,0.6041,32,17,0.9286,2,1,30.37,1,0,0,0,1,0
453,5606,2.0,5,303,26,1094,4.91,0.6276,30,14,0.9231,3,0,30.22,1,1,0,0,0,0
454,5454,4.0,9,67,33,1458,4.64,0.6730,26,15,0.9565,1,0,28.2,1,0,0,0,0,1
455,7356,1.0,1,625,21,323,3.94,0.1969,37,3,0.6667,8,5,41.16,0,0,0,0,1,0
456,5746,4.0,11,354,21,1274,4.9,0.8195,29,21,0.963,2,0,27.4,1,1,0,0,0,0
457,7354,0.0,1,340,41,435,4.32,0.4900,30,12,0.7391,4,1,32.12,0,0,0,1,0,0
458,6617,2.0,12,485,28,1710,3.86,0.5682,33,6,0.72,5,4,35.28,0,0,0,0,0,1
459,7105,1.0,8,408,40,851,4.32,0.4459,28,8,0.875,3,3,32.84,0,0,0,0,1,0
460,6683,2.0,1,151,61,1194,3.84,0.4098,23,10,0.8333,2,2,36.33,0,0,1,0,0,0
461,5226,1.0,5,381,28,1510,4.4,0.7355,35,24,0.9091,2,0,28.02,1,1,0,0,0,0
462,6810,4.0,7,228,54,997,4.21,0.6066,27,9,0.7917,1,1,34.37,1,0,1,0,0,0
463,5065,0.0,6,543,45,491,4.66,0.4687,32,15,1.0,1,1,31.26,1,0,0,0,1,0
464,6010,2.0,3,95,20,918,3.96,0.4344,18,5,0.6667,3,2,32.84,0,0,0,0,1,0
465,5044,3.0,9,298,56,589,4.55,0.5512,35,18,0.9231,3,3,32.84,1,0,0,0,1,0
466,5431,1.0,7,108,22,124,4.13,0.3439,30,10,0.64,3,2,36.48,0,0,0,0,0,1
467,7012,4.0,11,567,38,173,4.34,0.2387,40,3,0.8333,7,3,33.95,0,0,1,0,0,0
468,7119,3.0,4,306,60,1774,4.56,0.7554,30,14,0.9545,5,1,29.79,1,0,0,0,1,0
469,5400,2.0,10,79,58,535,3.73,0.2981,22,1,0.75,5,4,34.76,0,0,0,1,0,0
470,6144,1.0,2,333,50,246,4.35,0.3630,32,7,0.963,4,1,32.61,0,1,0,0,0,0
471,5173,2.0,10,651,48,1388,4.74,0.6696,32,22,0.9,1,3,31.55,1,0,0,0,1,0
472,6332,3.0,9,430,36,38,4.51,0.4743,35,20,0.931,3,2,28.04,1,1,0,0,0,0
473,6352,0.0,8,210,42,198,4.48,0.4969,27,14,0.7083,2,0,31.23,1,0,0,0,1,0
474,6161,2.0,2,581,36,429,4.1,0.2563,39,6,0.75,3,3,36.79,0,0,0,0,1,0
475,6670,2.0,10,582,21,65,4.61,0.4972,31,25,0.8929,1,0,29.59,1,1,0,0,0,0
476,6596,1.0,2,283,49,969,3.97,0.4192,37,9,0.7667,3,1,34.53,0,0,1,0,0,0
477,5786,3.0,10,533,46,1033,4.63,0.4245,34,10,0.6,8,1,34.75,0,1,0,0,0,0
478,6910,4.0,8,409,26,318,4.11,0.3623,24,6,0.9,3,1,33.7,0,1,0,0,0,0
479,6261,3.0,8,430,20,131,4.08,0.2670,33,4,0.6957,6,2,38.59,0,1,0,0,0,0
480,5852,1.0,2,83,28,1759,4.43,0.7823,29,16,0.9231,2,4,30.2,1,0,0,0,1,0
481,6151,3.0,9,264,37,1501,3.6,0.3600,21,2,0.4,3,2,38.23,0,1,0,0,0,0
482,6986,2.0,5,624,44,579,3.84,0.4484,38,8,0.5667,3,4,35.03,0,0,0,0,0,1
483,7104,0.0,11,667,48,1615,4.26,0.7249,28,8,0.7917,1,0,29.53,1,0,0,0,1,0
484,6407,0.0,4,632,46,603,3.88,0.2786,31,4,0.8182,8,6,35.43,0,0,0,1,0,0
485,6823,2.0,11,108,43,398,4.09,0.3553,34,6,0.8,3,3,34.23,0,0,0,0,1,0
486,6638,2.0,5,566,23,1514,4.46,0.4849,33,7,0.6538,4,0,35.83,0,0,0,0,1,0
487,5038,2.0,3,527,36,870,4.39,0.3644,34,7,0.8571,3,0,34.47,0,0,0,1,0,0
488,6856,3.0,2,583,22,211,4.7,0.5015,17,10,1.0,3,2,28.89,1,1,0,0,0,0
489,5866,4.0,6,196,24,166,4.36,0.3398,25,9,0.7273,1,2,34.55,0,0,0,1,0,0
490,6630,1.0,2,89,39,638,4.85,0.4807,31,13,0.8148,4,0,32.39,1,0,0,0,0,1
491,5597,1.0,12,184,28,1485,5.0,0.7311,25,16,0.95,4,0,29.07,1,1,0,0,0,0
492,5673,3.0,1,143,39,956,4.1,0.4583,31,2,0.8462,3,2,32.26,0,0,0,0,0,1
493,7130,3.0,9,274,31,1457,4.26,0.5487,29,7,0.6364,7,2,34.12,0,0,0,0,1,0
494,6909,4.0,8,43,51,1799,4.49,0.6369,24,7,0.8235,3,0,31.91,0,0,0,0,1,0
495,5229,2.0,10,380,60,178,4.0,0.2195,23,3,0.75,3,1,37.29,0,0,1,0,0,0
496,5679,2.0,7,682,60,510,4.37,0.3588,38,10,0.8621,6,2,34.42,0,1,0,0,0,0
497,6714,0.0,3,315,53,169,4.52,0.3673,21,9,0.7368,2,0,33.15,0,1,0,0,0,0
498,5996,3.0,2,290,56,944,4.68,0.5860,31,16,0.8462,1,0,28.22,1,0,0,1,0,0
