vehicle_id,vehicle_type,purchase_year,last_service_date
1797,E-bike,2017,29/11/2023
1798,Bicycle,2019,09/03/2023
1799,Scooter,2012,17/06/2023
1800,Scooter,2015,22/01/2023
1801,Bicycle,2020,22/05/2023
1802,Bicycle,2014,04/01/2023
1803,Bicycle,2023,27/04/2023
1804,Scooter,2017,13/10/2022
1805,Bicycle,2018,11/10/2023
1806,Car,2019,07/06/2023
1807,Bicycle,2021,11/05/2023
1808,Bicycle,2018,24/07/2022
1809,Car,2015,06/02/2024
1810,Bicycle,2016,14/09/2022
1811,Car,2016,18/01/2023
1812,Car,2019,29/09/2022
1813,Bicycle,2020,22/12/2023
1814,Car,2014,18/07/2022
1815,Bicycle,2016,13/10/2023
1816,Car,2018,25/06/2023
1817,E-bike,2012,23/03/2024
1818,Scooter,2013,15/01/2024
1819,Bicycle,2015,26/01/2024
1820,E-bike,2014,31/08/2023
1821,Scooter,2022,15/04/2024
1822,E-bike,2019,18/11/2022
1823,Car,2018,17/10/2023
1824,Bicycle,2015,21/09/2022
1825,Scooter,2017,15/03/2024
1826,E-bike,2014,22/07/2022
1827,Bicycle,2014,23/05/2023
1828,Scooter,2012,23/12/2023
1829,Car,2012,09/02/2023
1830,Walking,2019,11/12/2022
1831,Walking,2014,29/07/2022
1832,E-bike,2019,13/11/2022
1833,Bicycle,2016,20/12/2022
1834,Walking,2022,02/06/2023
1835,Scooter,2019,28/04/2024
1836,Scooter,2012,26/04/2023
1837,Bicycle,2020,25/09/2023
1838,Scooter,2016,23/12/2022
1839,Scooter,2013,16/12/2023
1840,E-bike,2014,11/07/2023
1841,E-bike,2020,19/03/2023
1842,Scooter,2019,02/03/2024
1843,Car,2012,31/10/2022
1844,Car,2023,04/08/2022
1845,E-bike,2016,14/09/2022
1846,Bicycle,2012,26/11/2023
1847,Bicycle,2023,31/08/2023
1848,Car,2023,20/09/2023
1849,Walking,2016,14/07/2023
1850,Bicycle,2018,07/08/2022
1851,E-bike,2022,04/09/2023
1852,Walking,2022,05/11/2023
1853,Car,2019,12/11/2022
1854,E-bike,2021,27/11/2022
1855,Car,2016,12/02/2023
1856,Car,2016,20/01/2024
1857,Bicycle,2017,01/12/2022
1858,E-bike,2018,13/07/2022
1859,Bicycle,2018,26/10/2022
1860,Bicycle,2021,29/05/2024
1861,Bicycle,2015,22/08/2022
1862,E-bike,2019,06/03/2023
1863,Scooter,2015,08/04/2023
1864,Bicycle,2015,08/04/2023
1865,Bicycle,2014,04/05/2023
1866,E-bike,2013,17/08/2022
1867,Car,2022,18/05/2023
1868,Bicycle,2022,27/04/2023
1869,E-bike,2013,07/02/2024
1870,Bicycle,2020,09/07/2023
1871,Car,2018,25/05/2023
1872,Car,2022,17/01/2023
1873,Scooter,2013,20/05/2024
1874,Car,2012,26/05/2023
1875,Bicycle,2015,15/07/2022
1876,Car,2017,27/02/2023
1877,Car,2023,17/12/2022
1878,Car,2023,28/10/2022
1879,E-bike,2014,07/09/2023
1880,Bicycle,2021,29/07/2022
1881,E-bike,2016,20/04/2023
1882,E-bike,2014,28/06/2023
1883,Car,2019,11/08/2023
1884,Car,2015,29/04/2023
1885,Scooter,2021,13/07/2022
1886,E-bike,2013,14/08/2022
1887,Bicycle,2021,18/06/2023
1888,Car,2021,22/10/2023
1889,Bicycle,2013,14/11/2022
1890,Car,2015,20/09/2023
1891,Walking,2018,21/06/2023
1892,Car,2018,04/12/2023
1893,Scooter,2020,11/02/2023
1894,Scooter,2012,08/10/2022
1895,Bicycle,2022,18/12/2022
1896,E-bike,2021,25/07/2023
1897,Bicycle,2020,08/07/2023
1898,E-bike,2013,14/02/2024
1899,Car,2021,02/11/2023
1900,Bicycle,2020,02/05/2023
1901,Bicycle,2014,04/08/2023
1902,E-bike,2020,16/11/2023
1903,Walking,2021,28/12/2022
1904,Car,2022,06/12/2022
1905,Car,2020,30/12/2023
1906,Walking,2019,24/04/2023
1907,Car,2023,24/06/2023
1908,Walking,2016,12/07/2023
1909,Scooter,2013,19/07/2023
1910,Bicycle,2012,06/02/2023
1911,Car,2020,28/08/2023
1912,Car,2013,18/07/2022
1913,E-bike,2023,05/11/2023
1914,Scooter,2012,16/05/2023
1915,Scooter,2019,07/01/2024
1916,Car,2014,14/03/2023
1917,Bicycle,2012,06/10/2022
1918,Scooter,2013,19/02/2023
1919,Scooter,2019,23/01/2023
1920,E-bike,2012,21/03/2024
1921,E-bike,2016,02/09/2022
1922,Bicycle,2012,03/07/2023
1923,Car,2021,06/10/2022
1924,E-bike,2021,01/06/2023
1925,Car,2016,27/08/2023
1926,Scooter,2013,10/10/2022
1927,E-bike,2016,22/10/2023
1928,Car,2017,03/02/2023
1929,Bicycle,2022,16/09/2022
1930,Car,2021,16/03/2024
1931,Bicycle,2017,30/07/2022
1932,E-bike,2019,09/10/2023
1933,E-bike,2020,03/04/2024
1934,Car,2014,30/03/2023
1935,Car,2023,02/11/2023
1936,Walking,2015,11/01/2024
1937,Car,2022,24/10/2022
1938,Car,2020,25/05/2024
1939,Bicycle,2015,11/08/2023
1940,E-bike,2023,28/12/2022
1941,E-bike,2016,04/02/2024
1942,Scooter,2022,30/11/2022
1943,Bicycle,2021,12/02/2023
1944,Scooter,2017,03/04/2023
1945,Car,2017,30/05/2023
1946,Bicycle,2023,02/01/2024
1947,Scooter,2023,06/04/2023
1948,E-bike,2020,21/11/2022
1949,Car,2015,26/08/2023
1950,Car,2016,06/11/2023
1951,Car,2021,20/03/2024
1952,Car,2018,17/09/2023
1953,Scooter,2023,08/01/2023
1954,E-bike,2023,26/07/2022
1955,Scooter,2015,26/03/2024
1956,Car,2014,08/05/2023
1957,E-bike,2022,27/08/2022
1958,E-bike,2012,12/08/2023
1959,E-bike,2021,24/08/2022
1960,Bicycle,2020,10/05/2023
1961,Walking,2012,24/09/2022
1962,E-bike,2023,25/12/2022
1963,Bicycle,2013,25/05/2024
1964,E-bike,2012,30/03/2023
1965,Car,2021,14/03/2023
1966,E-bike,2012,16/04/2024
1967,Scooter,2021,08/09/2022
1968,Bicycle,2022,01/09/2022
1969,Car,2012,27/11/2023
1970,E-bike,2023,10/04/2023
1971,Car,2012,13/05/2024
1972,Car,2015,23/01/2024
1973,Walking,2017,06/02/2023
1974,Walking,2021,02/08/2023
1975,E-bike,2012,13/11/2022
1976,Walking,2014,14/03/2024
1977,E-bike,2021,06/09/2022
1978,E-bike,2019,19/08/2023
1979,Car,2020,22/01/2024
1980,Car,2021,05/04/2023
1981,E-bike,2014,27/06/2023
1982,Car,2023,13/05/2023
1983,E-bike,2020,05/01/2023
1984,Scooter,2015,17/04/2023
1985,Walking,2018,12/08/2023
1986,Car,2017,02/10/2022
1987,Bicycle,2020,21/11/2023
1988,Car,2018,12/03/2024
1989,Bicycle,2022,18/10/2022
1990,E-bike,2020,23/09/2022
1991,Bicycle,2016,05/09/2023
1992,Bicycle,2023,03/10/2023
1993,Bicycle,2014,11/12/2023
1994,Scooter,2017,18/12/2023
1995,Car,2017,28/09/2022
1996,Car,2016,09/04/2023
1997,Car,2015,02/03/2023
1998,Bicycle,2021,13/04/2023
1999,Bicycle,2019,11/01/2024
2000,Scooter,2023,25/01/2023
2001,Car,2021,22/10/2023
2002,Walking,2021,31/10/2023
2003,Car,2016,19/11/2023
2004,Bicycle,2023,19/07/2023
2005,Bicycle,2022,21/10/2023
2006,Bicycle,2012,27/05/2024
2007,Walking,2023,25/12/2022
2008,Car,2013,19/05/2023
2009,Walking,2014,19/04/2024
2010,Car,2018,03/03/2024
2011,Bicycle,2022,10/05/2023
2012,Car,2012,06/05/2024
2013,Bicycle,2019,09/02/2023
2014,E-bike,2023,13/09/2023
2015,Walking,2018,18/03/2024
2016,E-bike,2018,17/03/2024
2017,Scooter,2018,04/02/2024
2018,Car,2018,03/05/2023
2019,Scooter,2012,06/09/2023
2020,Bicycle,2014,04/06/2023
2021,Car,2014,29/10/2023
2022,Bicycle,2018,13/11/2022
2023,Bicycle,2022,24/09/2022
2024,E-bike,2017,10/08/2022
2025,E-bike,2019,07/07/2023
2026,E-bike,2012,14/02/2023
2027,E-bike,2015,18/06/2023
2028,E-bike,2016,12/12/2022
2029,Bicycle,2013,26/12/2023
2030,E-bike,2017,24/08/2022
2031,Car,2013,21/12/2023
2032,Car,2023,01/04/2023
2033,E-bike,2016,11/09/2022
2034,Car,2015,26/01/2023
2035,Scooter,2018,17/12/2022
2036,Car,2014,02/03/2024
2037,Scooter,2022,12/07/2022
2038,Car,2023,28/04/2024
2039,Car,2019,18/12/2023
2040,Car,2016,15/10/2023
2041,Car,2020,15/09/2022
2042,E-bike,2014,10/09/2023
2043,Car,2014,13/05/2023
2044,Car,2013,29/08/2022
2045,E-bike,2015,03/04/2023
2046,E-bike,2014,11/02/2024
2047,Bicycle,2012,12/05/2024
2048,Car,2020,14/04/2024
2049,E-bike,2015,11/12/2023
2050,E-bike,2017,21/02/2023
2051,Bicycle,2017,17/08/2022
2052,Walking,2019,08/11/2022
2053,Car,2021,19/02/2024
2054,Bicycle,2022,15/09/2022
2055,Bicycle,2022,23/08/2023
2056,Bicycle,2020,02/08/2022
2057,Bicycle,2016,16/12/2023
2058,E-bike,2017,29/12/2022
2059,Car,2016,15/11/2023
2060,Bicycle,2013,23/03/2023
2061,Scooter,2016,26/02/2024
2062,E-bike,2013,08/05/2023
2063,E-bike,2023,02/05/2023
2064,E-bike,2019,15/12/2023
2065,Car,2016,19/06/2023
2066,Car,2022,30/11/2022
2067,Scooter,2019,26/10/2022
2068,Car,2022,26/05/2024
2069,Scooter,2013,08/04/2024
2070,Bicycle,2013,25/07/2022
2071,Car,2022,26/10/2022
2072,E-bike,2017,26/07/2023
2073,Scooter,2020,16/11/2023
2074,Bicycle,2016,20/11/2023
2075,Car,2015,07/04/2023
2076,Car,2012,29/12/2022
2077,Car,2016,05/03/2024
2078,Car,2019,09/12/2022
2079,Car,2017,29/08/2022
2080,Car,2018,19/02/2024
2081,E-bike,2022,02/05/2024
2082,Bicycle,2023,25/01/2024
2083,Bicycle,2023,10/04/2024
2084,Bicycle,2018,18/01/2024
2085,Scooter,2023,29/11/2023
2086,Bicycle,2012,04/04/2024
2087,Car,2022,11/03/2023
2088,Bicycle,2014,16/02/2023
2089,Scooter,2012,28/10/2023
2090,Bicycle,2023,20/05/2023
2091,Car,2012,16/05/2023
2092,E-bike,2020,02/04/2023
2093,Bicycle,2020,11/10/2023
2094,Scooter,2018,28/03/2024
2095,Scooter,2016,08/02/2024
2096,Scooter,2018,02/09/2022
2097,Scooter,2013,04/03/2023
2098,Car,2014,20/12/2023
2099,Bicycle,2017,20/03/2023
2100,E-bike,2023,20/08/2023
2101,Bicycle,2018,28/12/2022
2102,Walking,2012,01/02/2023
2103,Bicycle,2013,27/03/2024
2104,Scooter,2014,07/07/2023
2105,Bicycle,2018,22/10/2023
2106,E-bike,2019,14/07/2023
2107,Scooter,2016,11/12/2023
2108,Car,2016,14/04/2024
2109,Car,2018,19/12/2022
2110,Car,2014,09/05/2024
2111,Car,2017,27/01/2024
2112,E-bike,2020,18/02/2023
2113,Walking,2020,28/03/2023
2114,Walking,2019,27/12/2022
2115,Car,2013,21/04/2024
2116,E-bike,2014,18/10/2022
2117,E-bike,2014,07/12/2023
2118,E-bike,2017,04/08/2022
2119,Car,2016,04/01/2023
2120,Bicycle,2019,07/04/2023
2121,E-bike,2015,02/10/2023
2122,E-bike,2019,24/06/2023
2123,Scooter,2016,20/07/2022
2124,Car,2021,12/04/2024
2125,E-bike,2019,22/01/2023
2126,Car,2016,05/08/2022
2127,Scooter,2016,27/07/2022
2128,Scooter,2020,07/09/2022
2129,E-bike,2012,05/10/2023
2130,Car,2022,13/07/2023
2131,Walking,2021,23/11/2023
2132,E-bike,2013,21/11/2022
2133,Bicycle,2018,03/08/2022
2134,Car,2012,11/05/2024
2135,Scooter,2022,24/06/2023
2136,Car,2022,04/04/2023
2137,Car,2019,17/05/2023
2138,E-bike,2019,02/11/2023
2139,E-bike,2019,31/12/2023
2140,Scooter,2013,18/02/2024
2141,Car,2018,11/10/2023
2142,Car,2022,24/10/2022
2143,E-bike,2021,08/02/2024
2144,Car,2021,24/12/2022
2145,E-bike,2020,23/01/2023
2146,Bicycle,2015,20/08/2023
2147,E-bike,2014,13/10/2023
2148,E-bike,2016,23/11/2023
2149,Car,2017,24/01/2023
2150,Bicycle,2017,15/07/2023
2151,E-bike,2021,30/12/2023
2152,Bicycle,2014,23/07/2023
2153,Car,2015,03/02/2023
2154,Car,2017,04/04/2024
2155,Bicycle,2014,17/07/2022
2156,E-bike,2015,23/02/2023
2157,Car,2022,20/08/2023
2158,Bicycle,2022,12/08/2022
2159,Car,2013,15/06/2023
2160,Car,2016,17/03/2023
2161,E-bike,2012,19/12/2023
2162,Scooter,2016,03/07/2023
2163,Bicycle,2013,07/12/2023
2164,Scooter,2018,20/06/2023
2165,Scooter,2016,16/11/2023
2166,Walking,2017,27/09/2022
2167,E-bike,2022,08/10/2023
2168,E-bike,2018,20/01/2023
2169,Scooter,2021,27/03/2024
2170,Bicycle,2014,21/02/2024
2171,Bicycle,2012,22/12/2023
2172,E-bike,2021,09/03/2023
2173,E-bike,2020,22/01/2023
2174,Bicycle,2013,23/12/2023
2175,Car,2016,21/11/2023
2176,E-bike,2023,10/04/2023
2177,Scooter,2022,12/05/2023
2178,Scooter,2016,10/12/2023
2179,Bicycle,2015,01/05/2023
2180,Car,2020,17/08/2023
2181,E-bike,2019,12/02/2024
2182,E-bike,2014,28/01/2024
2183,E-bike,2014,15/01/2024
2184,Car,2020,01/03/2023
2185,Scooter,2018,09/08/2022
2186,Bicycle,2019,13/05/2023
2187,E-bike,2015,05/08/2022
2188,Car,2018,11/02/2023
2189,E-bike,2015,19/04/2024
2190,Car,2018,06/11/2022
2191,Car,2021,29/03/2024
2192,Bicycle,2016,25/11/2022
2193,Bicycle,2017,14/08/2023
2194,Bicycle,2013,05/12/2023
2195,Bicycle,2021,02/01/2024
2196,E-bike,2021,05/05/2024
2197,Car,2017,31/05/2023
2198,Car,2016,10/10/2023
2199,Car,2015,14/06/2023
2200,Walking,2017,25/12/2022
2201,Scooter,2014,22/04/2023
2202,Bicycle,2023,28/02/2023
2203,Car,2021,05/10/2023
2204,Car,2018,20/08/2023
2205,Car,2019,24/07/2022
2206,Car,2012,18/01/2024
2207,E-bike,2013,16/02/2024
2208,Walking,2017,14/03/2023
2209,E-bike,2019,14/08/2023
2210,Bicycle,2023,20/08/2022
2211,Car,2015,03/07/2023
2212,Car,2021,23/07/2023
2213,E-bike,2020,24/09/2022
2214,Bicycle,2015,07/09/2022
2215,Bicycle,2023,13/08/2022
2216,E-bike,2015,14/12/2022
2217,Car,2017,21/11/2023
2218,E-bike,2023,07/04/2024
2219,Scooter,2013,20/12/2022
2220,Car,2018,08/02/2024
2221,Scooter,2014,11/12/2023
2222,Walking,2022,24/01/2024
2223,E-bike,2012,19/08/2022
2224,E-bike,2019,20/09/2022
2225,E-bike,2023,22/11/2022
2226,Bicycle,2015,02/03/2024
2227,Scooter,2016,08/05/2024
2228,E-bike,2015,18/12/2023
2229,Car,2015,26/04/2024
2230,E-bike,2012,05/09/2022
2231,Walking,2012,20/01/2023
2232,Car,2021,13/05/2023
2233,E-bike,2022,07/11/2022
2234,E-bike,2016,04/10/2023
2235,Bicycle,2016,23/08/2022
2236,Walking,2017,28/07/2022
2237,E-bike,2013,22/11/2023
2238,Walking,2015,25/12/2023
2239,E-bike,2023,25/10/2022
2240,Scooter,2023,04/04/2024
2241,E-bike,2020,28/06/2023
2242,Walking,2020,18/04/2024
2243,E-bike,2015,21/08/2023
2244,Car,2012,25/06/2023
2245,E-bike,2012,13/11/2022
2246,Scooter,2015,18/12/2022
2247,Car,2017,28/09/2023
2248,Scooter,2021,22/09/2023
2249,E-bike,2018,04/12/2023
2250,Scooter,2013,13/12/2023
2251,E-bike,2013,08/01/2024
2252,Car,2023,17/12/2022
2253,Scooter,2017,16/02/2024
2254,Scooter,2021,04/05/2023
2255,Walking,2013,25/01/2023
2256,E-bike,2021,28/12/2023
2257,Car,2022,05/07/2022
2258,E-bike,2015,03/05/2024
2259,E-bike,2019,01/07/2023
2260,Bicycle,2019,16/01/2023
2261,Car,2021,11/03/2023
2262,Bicycle,2022,25/03/2024
2263,Scooter,2012,29/08/2023
2264,Scooter,2021,16/04/2024
2265,Car,2023,28/03/2024
2266,Scooter,2014,19/04/2023
2267,Scooter,2018,23/01/2023
2268,Bicycle,2015,01/05/2024
2269,Car,2015,16/03/2024
2270,Car,2023,07/07/2023
2271,Car,2019,16/12/2022
2272,E-bike,2020,21/05/2024
2273,Walking,2019,19/07/2022
2274,Bicycle,2014,13/05/2023
2275,Car,2019,05/10/2023
2276,Car,2014,03/08/2022
2277,Bicycle,2020,20/12/2022
2278,E-bike,2016,30/03/2023
2279,Walking,2023,07/09/2023
2280,Scooter,2017,18/12/2022
2281,E-bike,2012,25/03/2023
2282,Walking,2013,31/07/2022
2283,Car,2017,25/10/2022
2284,E-bike,2019,03/09/2022
2285,Car,2012,17/03/2024
2286,Car,2022,14/07/2022
2287,Scooter,2012,21/07/2022
2288,Car,2012,20/05/2023
2289,Car,2014,01/11/2022
2290,Scooter,2021,12/03/2023
2291,E-bike,2014,27/02/2024
2292,Car,2021,02/09/2023
2293,Bicycle,2022,05/09/2022
2294,Car,2020,29/01/2024
2295,E-bike,2012,02/02/2024
2296,Scooter,2017,06/05/2023
2297,Car,2012,25/08/2022
2298,Car,2019,12/12/2023
2299,Car,2019,03/06/2023
2300,Car,2022,05/09/2022
2301,E-bike,2014,28/11/2022
2302,E-bike,2023,28/07/2023
2303,Walking,2014,21/10/2022
2304,Car,2019,14/02/2024
2305,Scooter,2017,13/07/2023
2306,Bicycle,2023,31/03/2023
2307,Car,2016,29/03/2023
2308,E-bike,2021,12/11/2023
2309,Bicycle,2023,04/09/2022
2310,Car,2019,28/10/2022
2311,Car,2017,11/03/2023
2312,Car,2016,13/11/2023
2313,E-bike,2017,23/09/2023
2314,Car,2016,18/09/2023
2315,Car,2013,16/01/2024
2316,Car,2013,16/05/2024
2317,Bicycle,2022,28/09/2023
2318,Bicycle,2021,05/11/2022
2319,Car,2021,19/10/2023
2320,Car,2023,25/08/2023
2321,E-bike,2018,30/03/2023
2322,E-bike,2015,31/03/2024
2323,Bicycle,2019,13/12/2022
2324,Bicycle,2012,27/11/2023
2325,Walking,2020,05/03/2023
2326,E-bike,2018,09/12/2023
2327,Car,2022,04/02/2024
2328,Bicycle,2020,21/05/2023
2329,Car,2014,23/09/2022
2330,Car,2018,03/05/2023
2331,Scooter,2020,18/06/2023
2332,Walking,2013,20/08/2023
2333,Car,2023,15/02/2023
2334,Scooter,2022,19/04/2024
2335,Car,2015,29/12/2022
2336,Car,2017,12/04/2024
2337,Bicycle,2015,14/11/2022
2338,Scooter,2013,20/03/2024
2339,Scooter,2013,21/05/2024
2340,Scooter,2022,23/10/2022
2341,Car,2015,27/01/2024
2342,Bicycle,2017,18/02/2023
2343,E-bike,2023,20/07/2022
2344,Car,2015,24/07/2023
2345,Scooter,2018,05/01/2024
2346,E-bike,2019,04/07/2023
2347,Walking,2019,12/05/2024
2348,E-bike,2019,24/07/2022
2349,Scooter,2020,09/03/2023
2350,E-bike,2018,01/03/2024
2351,Bicycle,2016,02/10/2023
2352,Car,2022,14/07/2023
2353,Car,2012,20/08/2023
2354,E-bike,2012,04/05/2024
2355,Scooter,2015,24/10/2022
2356,Car,2014,26/12/2023
2357,Bicycle,2015,22/08/2022
2358,Bicycle,2016,02/06/2023
2359,Scooter,2015,18/08/2022
2360,Car,2012,09/11/2023
2361,Scooter,2021,17/12/2023
2362,Bicycle,2016,08/07/2022
2363,E-bike,2015,03/02/2023
2364,Bicycle,2016,29/06/2023
2365,Car,2017,10/04/2023
2366,Bicycle,2014,22/08/2023
2367,Scooter,2017,08/10/2023
2368,Car,2020,31/10/2022
2369,Walking,2012,09/05/2024
2370,Car,2015,29/07/2023
2371,Bicycle,2020,26/05/2024
2372,Bicycle,2020,27/03/2023
2373,Car,2020,08/12/2022
2374,Car,2020,06/07/2022
2375,Scooter,2019,10/01/2023
2376,Car,2017,21/10/2022
2377,Car,2016,24/11/2022
2378,Bicycle,2022,05/03/2023
2379,E-bike,2019,02/02/2023
2380,Car,2018,19/08/2022
2381,Walking,2013,21/01/2023
2382,Scooter,2012,19/01/2023
2383,Car,2017,27/09/2023
2384,E-bike,2017,24/02/2023
2385,Car,2017,31/07/2022
2386,Car,2013,12/05/2023
2387,E-bike,2014,01/11/2022
2388,Car,2022,31/10/2022
2389,Scooter,2023,06/01/2024
2390,E-bike,2018,29/11/2022
2391,E-bike,2013,24/04/2023
2392,Car,2019,12/01/2023
2393,Bicycle,2013,12/05/2023
2394,Bicycle,2014,11/04/2023
2395,Scooter,2020,07/03/2023
2396,E-bike,2018,25/05/2023
2397,Car,2014,27/04/2024
2398,Car,2023,14/07/2023
2399,Scooter,2017,15/12/2023
2400,Scooter,2014,17/09/2022
2401,Bicycle,2018,06/07/2022
2402,Scooter,2018,16/11/2022
2403,Car,2015,14/12/2022
2404,Bicycle,2018,09/07/2022
2405,E-bike,2020,06/01/2023
2406,Bicycle,2013,29/02/2024
2407,Scooter,2015,22/03/2023
2408,Scooter,2013,05/12/2022
2409,E-bike,2014,03/08/2022
2410,Bicycle,2015,13/08/2023
2411,Car,2012,04/09/2022
2412,E-bike,2018,21/08/2022
2413,Bicycle,2022,16/08/2022
2414,E-bike,2022,20/05/2023
2415,Scooter,2021,28/06/2023
2416,Car,2013,12/08/2023
2417,Car,2014,24/09/2023
2418,Scooter,2019,28/05/2024
2419,Bicycle,2016,04/08/2023
2420,Walking,2012,10/10/2023
2421,Scooter,2023,15/10/2023
2422,Walking,2023,23/12/2023
2423,Car,2023,17/11/2023
2424,Car,2018,04/01/2023
2425,Walking,2022,30/08/2023
2426,Bicycle,2013,10/08/2023
2427,Scooter,2016,13/02/2023
2428,E-bike,2017,06/07/2023
2429,Scooter,2015,17/03/2023
2430,Car,2021,23/10/2022
2431,Bicycle,2021,23/11/2023
2432,Car,2014,08/01/2024
2433,Walking,2022,10/02/2024
2434,Car,2020,25/11/2022
2435,Bicycle,2023,03/01/2023
2436,Car,2020,27/01/2023
2437,Car,2017,02/08/2022
2438,Scooter,2021,03/01/2024
2439,E-bike,2017,16/12/2023
2440,Walking,2015,13/07/2023
2441,Scooter,2012,19/08/2023
2442,Car,2021,24/02/2024
2443,E-bike,2021,04/12/2023
2444,Bicycle,2012,19/11/2022
2445,Car,2018,01/03/2024
2446,E-bike,2020,15/09/2022
2447,Car,2021,23/05/2023
2448,Scooter,2019,03/06/2023
2449,Car,2017,11/09/2023
2450,Scooter,2012,09/03/2023
2451,Car,2014,22/04/2023
2452,Car,2016,05/05/2023
2453,Bicycle,2023,27/02/2024
2454,E-bike,2012,10/03/2024
2455,Car,2022,25/07/2023
2456,Bicycle,2015,29/05/2024
2457,Scooter,2016,16/05/2024
2458,Scooter,2018,22/11/2022
2459,Bicycle,2020,05/10/2023
2460,E-bike,2023,10/11/2023
2461,Scooter,2016,23/08/2022
2462,Car,2014,19/05/2023
2463,Bicycle,2017,18/01/2024
2464,Walking,2018,05/01/2024
2465,Car,2021,11/01/2024
2466,Scooter,2021,02/05/2024
2467,Car,2014,16/12/2022
2468,Car,2016,31/01/2023
2469,Bicycle,2018,15/08/2023
2470,Bicycle,2017,29/06/2023
2471,Scooter,2016,25/06/2023
2472,Car,2022,14/10/2023
2473,E-bike,2013,12/04/2024
2474,Bicycle,2019,01/12/2022
2475,Bicycle,2021,27/11/2023
2476,Bicycle,2017,22/11/2023
2477,Car,2015,02/08/2022
2478,Car,2023,25/10/2022
2479,E-bike,2014,26/07/2023
2480,Car,2016,15/04/2023
2481,Car,2022,07/11/2022
2482,Scooter,2022,10/08/2022
2483,Bicycle,2017,30/10/2022
2484,Car,2021,14/09/2022
2485,Scooter,2023,12/04/2024
2486,Car,2018,16/11/2022
2487,Car,2020,22/01/2023
2488,Car,2012,24/07/2022
2489,E-bike,2020,14/12/2022
2490,Bicycle,2015,23/01/2024
2491,Scooter,2022,10/12/2023
2492,E-bike,2012,14/05/2024
2493,E-bike,2013,27/04/2024
2494,Scooter,2016,30/11/2023
2495,Walking,2020,02/04/2023
2496,Bicycle,2012,25/10/2023
2497,Walking,2021,23/05/2024
2498,Scooter,2016,08/09/2022
2499,Car,2017,07/06/2023
2500,E-bike,2022,11/05/2024
2501,Scooter,2023,05/05/2024
2502,E-bike,2014,16/01/2024
2503,Car,2021,01/01/2024
2504,Car,2019,14/12/2022
2505,E-bike,2021,18/06/2023
2506,Walking,2012,07/01/2024
2507,Car,2016,25/08/2023
2508,Car,2014,14/01/2024
2509,Car,2018,11/09/2023
2510,E-bike,2020,30/12/2023
2511,E-bike,2022,30/12/2023
2512,Car,2018,24/06/2023
2513,Scooter,2016,22/06/2023
2514,E-bike,2014,25/05/2024
2515,Bicycle,2021,06/04/2024
2516,Car,2020,14/12/2023
2517,Car,2018,06/09/2022
2518,Scooter,2022,08/06/2023
2519,E-bike,2015,30/11/2022
2520,Scooter,2018,21/07/2022
2521,Bicycle,2018,07/10/2022
2522,E-bike,2022,29/10/2022
2523,E-bike,2022,17/01/2024
2524,Scooter,2017,23/08/2022
2525,Walking,2023,06/01/2023
2526,Scooter,2017,23/05/2023
2527,Bicycle,2021,12/08/2023
2528,Car,2018,20/05/2023
2529,Car,2017,02/11/2022
2530,Scooter,2023,29/10/2022
2531,Scooter,2014,03/02/2023
2532,Bicycle,2021,24/05/2023
2533,Walking,2016,10/08/2022
2534,Walking,2017,11/11/2022
2535,Car,2022,23/11/2023
2536,Bicycle,2016,02/02/2024
2537,Car,2015,02/05/2024
2538,Car,2012,28/10/2022
2539,Car,2015,31/08/2023
2540,Bicycle,2023,28/05/2023
2541,Car,2016,31/08/2023
2542,Car,2021,14/06/2023
2543,Car,2023,01/08/2023
2544,Car,2016,27/08/2022
2545,Walking,2017,04/09/2023
2546,Car,2018,24/10/2023
2547,Scooter,2012,08/12/2022
2548,Car,2015,17/08/2023
2549,E-bike,2020,07/09/2022
2550,Bicycle,2015,03/04/2023
2551,E-bike,2016,04/11/2023
2552,Bicycle,2022,13/03/2024
2553,Car,2020,14/02/2023
2554,Scooter,2017,30/12/2023
2555,Car,2018,11/04/2023
2556,Scooter,2021,22/07/2022
2557,Bicycle,2014,01/09/2023
2558,Scooter,2021,08/07/2022
2559,Car,2018,27/06/2023
2560,Bicycle,2018,08/03/2024
2561,Scooter,2012,15/04/2023
2562,Scooter,2022,28/03/2024
2563,Bicycle,2018,23/12/2023
2564,Bicycle,2014,24/10/2023
2565,Scooter,2023,12/01/2024
2566,Car,2019,27/10/2022
2567,Car,2016,19/12/2023
2568,E-bike,2023,08/03/2024
2569,Walking,2014,20/10/2022
2570,E-bike,2020,20/04/2023
2571,Car,2013,06/04/2023
2572,Car,2016,07/05/2023
2573,Bicycle,2015,14/03/2023
2574,Scooter,2012,30/08/2023
2575,Scooter,2016,26/08/2022
2576,Car,2012,09/02/2023
2577,Scooter,2019,22/04/2024
2578,E-bike,2020,20/12/2023
2579,E-bike,2014,20/01/2024
2580,Car,2018,08/10/2023
2581,Walking,2012,15/07/2023
2582,E-bike,2023,30/07/2023
2583,Car,2014,12/10/2023
2584,Bicycle,2022,05/07/2022
2585,Scooter,2021,10/08/2023
2586,Car,2016,28/10/2022
2587,E-bike,2021,26/11/2023
2588,Car,2012,22/04/2023
2589,E-bike,2018,27/05/2023
2590,Walking,2020,20/11/2022
2591,Car,2013,24/02/2024
2592,E-bike,2021,31/08/2022
2593,Scooter,2018,13/07/2023
2594,E-bike,2019,31/08/2022
