courier_id,city,vehicle_type,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,courier_tier
5328,Boston,Car,3,427,46,1352,4.81,17881.84,21,14,0.9048,Gold
5329,Chicago,E-bike,6,695,35,481,4.59,15153.46,28,18,0.8571,Gold
5330,Denver,E-bike,3,35,34,860,3.98,11886.71,29,6,0.5517,Standard
5331,Austin,E-bike,12,294,23,228,4.1,10256.67,24,4,0.6667,Standard
5332,Chicago,E-bike,10,680,55,244,3.58,4521.33,28,1,0.4643,Standard
5333,Chicago,Bicycle,11,145,43,1198,4.25,14964.69,19,11,0.7895,Gold
5334,Chicago,Car,4,491,19,713,3.92,9522.06,42,3,0.5238,Standard
5335,Chicago,Car,1,585,55,744,4.18,12278.66,25,4,0.64,Standard
5336,Seattle,Car,2,501,47,1517,4.31,15597.76,33,6,0.5758,Standard
5337,Chicago,Scooter,11,557,37,1113,4.26,15230.25,35,12,0.5143,Standard
5338,Austin,Car,9,308,59,947,4.66,14655.22,21,10,0.7619,Gold
5339,Denver,E-bike,7,168,32,31,4.5,10707.32,24,6,0.7083,Standard
5340,Boston,Car,6,533,63,789,4.29,14349.65,35,15,0.8,Gold
5341,Seattle,E-bike,6,76,34,1282,5.0,22979.99,31,29,1.0,Gold
5342,Denver,Scooter,2,309,49,551,3.88,9516.93,33,6,0.6667,Standard
5343,Boston,Car,6,343,62,1512,4.6,19615.54,31,15,0.8065,Gold
5344,Denver,E-bike,1,377,25,1692,4.44,16059.31,20,5,0.65,Standard
5345,Boston,E-bike,10,545,43,1767,4.11,16488.1,17,6,0.4706,Gold
5346,Austin,Car,10,462,54,767,4.67,14250.36,28,13,0.75,Gold
5347,Seattle,Scooter,3,211,37,1347,4.43,16206.33,26,5,0.5385,Standard
5348,Seattle,Scooter,2,152,57,419,4.37,11079.65,35,12,0.6286,Standard
5349,Chicago,Scooter,6,324,56,1520,4.17,15102.83,26,4,0.5,Standard
5350,Denver,Walking,2,129,61,904,4.71,15064.7,29,15,0.6897,Gold
5351,Denver,Scooter,3,445,46,445,4.08,7331.17,40,4,0.475,Standard
5352,Boston,E-bike,1,44,47,558,4.39,11411.37,26,8,0.6154,Standard
5353,Austin,Bicycle,1,540,25,951,4.2,11314.25,26,12,0.8846,Standard
5354,Austin,Scooter,1,644,53,1749,4.26,17723.76,29,10,0.6552,Standard
5355,Boston,Scooter,1,141,52,1401,5.0,20407.95,26,19,0.9231,Gold
5356,Boston,Walking,5,522,58,1315,4.39,15574.36,32,12,0.5,Standard
5357,Boston,E-bike,4,339,50,1683,4.15,15160.26,27,8,0.6296,Standard
5358,Boston,E-bike,10,265,38,835,4.25,13966.39,24,6,0.8333,Standard
5359,Boston,E-bike,7,676,21,1364,4.57,15866.81,22,15,0.8182,Gold
5360,Chicago,Car,5,557,60,1230,4.13,14719.14,31,10,0.5161,Standard
5361,Boston,E-bike,9,380,53,1316,4.29,17190.79,30,13,0.6667,Standard
5362,Austin,Scooter,4,590,21,1425,4.07,14010.28,39,7,0.5641,Standard
5363,Austin,Car,4,344,41,1504,5.0,22401.85,32,31,1.0,Gold
5364,Denver,Bicycle,10,349,43,57,4.25,9886.38,27,9,0.5185,Standard
5365,Chicago,Bicycle,8,560,57,1029,4.25,11088.52,28,5,0.6786,Standard
5366,Chicago,Car,3,187,19,918,4.14,11900.72,27,5,0.7407,Standard
5367,Austin,Car,1,427,55,1553,4.11,17155.52,36,12,0.6944,Gold
5368,Denver,Car,8,243,63,899,4.56,15106.0,26,9,0.7308,Gold
5369,Chicago,Scooter,8,24,22,1491,4.26,15480.92,36,13,0.6111,Standard
5370,Austin,E-bike,11,390,29,578,3.45,6778.8,23,0,0.5217,Standard
5371,Boston,Bicycle,9,651,47,1394,4.24,16726.28,53,16,0.6792,Standard
5372,Seattle,Car,8,489,54,1720,4.64,19741.37,26,13,0.6923,Gold
5373,Chicago,Scooter,8,224,56,986,4.71,17278.07,23,14,0.7391,Gold
5374,Denver,Car,11,137,44,1506,4.35,14308.17,24,8,0.625,Standard
5375,Austin,E-bike,7,634,42,783,4.79,16575.32,30,17,0.7,Gold
5376,Seattle,E-bike,1,307,58,1594,4.08,14474.15,34,5,0.4118,Standard
5377,Denver,Bicycle,5,142,25,341,4.15,11439.27,16,8,0.625,Standard
5378,Boston,Scooter,3,689,60,1095,4.54,15916.32,20,8,0.75,Gold
5379,Seattle,E-bike,3,213,49,1769,4.5,18528.56,17,8,0.7059,Gold
5380,Seattle,Scooter,12,596,29,1052,4.77,16119.33,29,18,0.7931,Gold
5381,Boston,Car,10,546,31,986,4.35,14478.44,30,10,0.6,Gold
5382,Denver,Walking,9,115,53,367,4.72,15012.81,28,11,0.6786,Gold
5383,Denver,E-bike,10,95,45,1205,4.42,15086.19,30,8,0.4,Standard
5384,Boston,Scooter,5,45,57,983,4.19,17331.3,33,17,0.8788,Gold
5385,Boston,Car,10,233,40,391,3.8,7801.97,41,6,0.5122,Standard
5386,Chicago,Scooter,12,131,57,1034,4.65,15710.62,37,24,0.8108,Gold
5387,Denver,Scooter,11,12,33,901,3.41,6955.66,25,0,0.56,Standard
5388,Boston,Car,7,248,31,1290,3.72,11302.99,33,3,0.4848,Standard
5389,Austin,Walking,12,360,50,246,4.51,9779.73,28,4,0.6071,Standard
5390,Denver,E-bike,3,180,59,1386,4.45,17024.81,29,15,0.8276,Gold
5391,Denver,Walking,7,481,46,296,3.16,6199.91,28,1,0.4643,Standard
5392,Austin,E-bike,10,133,32,1466,5.0,23441.73,29,24,0.931,Gold
5393,Seattle,Bicycle,10,514,24,852,4.21,12448.26,41,10,0.6829,Standard
5394,Boston,Bicycle,10,553,30,125,4.23,10484.7,19,5,0.5789,Standard
5395,Seattle,Car,9,484,57,510,3.41,5240.52,26,0,0.3462,Standard
5396,Austin,Bicycle,4,456,58,628,4.37,12699.77,26,10,0.8077,Standard
5397,Austin,Walking,5,197,61,779,4.26,13383.58,20,3,0.4,Standard
5398,Chicago,E-bike,7,296,51,1600,4.36,16526.78,32,11,0.8125,Standard
5399,Denver,E-bike,4,680,39,1497,3.78,12825.44,21,0,0.4286,Standard
5400,Chicago,Walking,10,79,58,535,3.73,8903.51,22,1,0.5455,Standard
5401,Chicago,Bicycle,5,61,31,83,3.1,2343.38,22,0,0.4545,Standard
5402,Chicago,Bicycle,6,223,23,269,3.93,11352.65,28,6,0.5,Standard
5403,Denver,Car,11,322,24,1137,4.14,10816.39,29,4,0.4483,Standard
5404,Seattle,Car,12,286,31,960,4.55,15740.47,26,15,0.6923,Gold
5405,Boston,E-bike,2,339,27,393,3.84,8720.54,29,8,0.6207,Standard
5406,Chicago,Bicycle,11,677,30,1290,4.86,18679.86,36,23,0.8056,Gold
5407,Austin,Bicycle,6,135,62,929,4.31,11006.88,22,4,0.5455,Standard
5408,Denver,Scooter,5,210,27,1730,4.65,19267.1,31,16,0.6452,Gold
5409,Seattle,Car,2,53,31,863,4.56,14090.62,33,13,0.6667,Gold
5410,Boston,Bicycle,3,387,28,1459,4.33,15428.08,26,4,0.5385,Standard
5411,Boston,Scooter,11,640,22,600,4.12,9781.39,30,6,0.4667,Standard
5412,Boston,Scooter,1,189,25,672,5.0,18054.44,24,11,0.75,Gold
5413,Seattle,E-bike,9,91,33,1141,3.8,13561.29,24,8,0.7083,Standard
5414,Denver,Walking,2,607,23,1759,3.58,10692.3,27,0,0.2593,Standard
5415,Denver,Bicycle,3,325,50,206,3.78,5815.8,35,2,0.6286,Standard
5416,Denver,Scooter,9,378,53,582,4.27,10769.95,39,12,0.6667,Standard
5417,Denver,E-bike,7,311,53,63,3.93,4953.57,35,3,0.4,Standard
5418,Austin,E-bike,1,557,46,257,3.84,8571.82,33,7,0.697,Standard
5419,Seattle,Bicycle,3,673,25,428,4.54,13321.96,26,9,0.7308,Gold
5420,Seattle,Scooter,7,166,34,1761,3.9,16447.42,28,8,0.5,Standard
5421,Seattle,Bicycle,8,322,51,259,4.08,9218.18,28,5,0.5714,Standard
5422,Denver,Car,8,257,44,1675,4.51,15474.81,26,10,0.5385,Standard
5423,Seattle,Bicycle,8,122,35,1322,4.77,16249.16,26,10,0.6923,Standard
5424,Boston,E-bike,5,599,48,1209,4.64,15842.63,33,13,0.8485,Gold
5425,Chicago,Car,11,512,18,629,4.63,15724.46,29,16,0.8276,Gold
5426,Austin,Car,12,449,51,920,4.5,15891.35,27,14,0.7407,Gold
5427,Denver,Car,12,478,23,1465,4.21,14940.54,27,2,0.5185,Standard
5428,Denver,E-bike,8,361,35,1791,5.0,20227.99,35,18,0.7714,Gold
5429,Austin,E-bike,4,469,29,638,4.97,18456.9,29,24,0.931,Gold
5430,Seattle,Bicycle,1,580,44,1024,4.92,18785.95,29,19,0.8621,Gold
5431,Boston,Scooter,7,108,22,124,4.13,9981.15,30,10,0.5333,Standard
5432,Austin,E-bike,12,523,63,1730,5.0,21615.67,29,25,0.8966,Gold
5433,Seattle,Bicycle,6,140,39,312,4.49,12264.95,37,14,0.7838,Standard
5434,Boston,Bicycle,9,437,63,1350,3.88,11584.04,29,2,0.5517,Standard
5435,Seattle,E-bike,1,569,44,467,4.29,12949.55,36,13,0.6667,Standard
5436,Chicago,Scooter,5,525,46,839,4.5,14251.57,22,8,0.7273,Standard
5437,Austin,Walking,9,89,23,228,3.87,10440.19,25,10,0.64,Standard
5438,Denver,E-bike,5,184,50,109,4.66,14585.0,28,18,0.7857,Gold
5439,Seattle,Car,7,669,40,936,4.37,13390.63,33,14,0.7576,Standard
5440,Seattle,Car,2,112,38,1641,4.38,16162.15,22,7,0.6818,Standard
5441,Chicago,E-bike,9,501,52,606,3.6,7572.09,22,0,0.3182,Standard
5442,Chicago,Car,10,522,39,739,4.68,16081.49,27,22,0.963,Gold
5443,Denver,E-bike,9,353,42,425,3.82,8181.36,20,1,0.3,Standard
5444,Seattle,Scooter,5,91,24,744,4.86,12459.08,28,9,0.6071,Standard
5445,Austin,Car,2,214,51,1738,4.63,17958.42,30,14,0.7333,Gold
5446,Seattle,Car,5,172,28,223,3.39,6007.08,32,2,0.4375,Standard
5447,Chicago,Car,8,630,44,1467,4.62,17579.81,27,13,0.7037,Gold
5448,Seattle,E-bike,12,566,25,1123,4.23,13351.19,37,6,0.6757,Standard
5449,Seattle,Walking,4,138,62,244,4.77,11541.8,22,10,0.8182,Gold
5450,Boston,Bicycle,3,436,58,1140,3.94,12011.86,27,9,0.4815,Standard
5451,Austin,Scooter,11,360,46,1186,4.34,15294.83,24,4,0.6667,Standard
5452,Boston,Car,4,339,56,925,4.62,18117.15,19,11,0.7895,Gold
5453,Denver,E-bike,12,292,32,1274,5.0,19367.57,22,20,0.9091,Gold
5454,Seattle,Scooter,9,67,33,1458,4.64,17731.99,26,15,0.8462,Gold
5455,Chicago,Bicycle,1,507,19,1169,4.13,12222.96,24,2,0.3333,Standard
5456,Boston,Car,9,116,55,401,4.12,10644.42,23,1,0.4783,Standard
5457,Austin,Scooter,6,587,50,1206,3.7,10397.91,36,2,0.4722,Standard
5458,Seattle,Bicycle,10,16,53,540,4.47,14672.0,34,13,0.8235,Gold
5459,Austin,Scooter,3,253,23,1038,4.21,14578.34,32,7,0.6875,Standard
5460,Chicago,Car,9,77,63,896,4.68,15698.05,31,11,0.6774,Gold
5461,Austin,Bicycle,3,574,31,1545,4.54,16857.21,25,11,0.8,Gold
5462,Chicago,E-bike,8,178,63,1789,4.53,17985.61,35,16,0.6857,Gold
5463,Chicago,Walking,10,43,60,990,4.31,13251.22,33,14,0.6667,Gold
5464,Chicago,Bicycle,2,584,49,529,4.8,17283.82,36,28,0.8889,Gold
5465,Boston,Bicycle,11,384,57,1036,4.53,15952.22,30,17,0.7333,Gold
5466,Boston,Walking,11,106,18,1550,4.38,18707.15,30,12,0.6667,Gold
5467,Denver,E-bike,11,125,61,153,4.75,15412.12,24,18,0.875,Gold
5468,Denver,Walking,4,588,28,1630,4.66,19002.37,23,16,0.7826,Gold
5469,Austin,Bicycle,10,173,58,1306,3.72,9985.24,26,1,0.5,Standard
5470,Seattle,Car,12,401,24,459,3.99,10098.4,15,4,0.4667,Standard
5471,Denver,Bicycle,2,146,62,586,4.72,15313.56,24,12,0.8333,Gold
5472,Austin,Car,3,226,27,711,5.0,17526.68,24,18,0.8333,Gold
5473,Austin,Car,8,420,33,721,4.61,12762.84,33,6,0.6364,Standard
5474,Boston,E-bike,4,604,41,1038,5.0,19067.66,21,16,0.9524,Gold
5475,Denver,Car,6,234,63,1794,3.87,11771.96,25,3,0.36,Standard
5476,Boston,Bicycle,6,693,40,348,4.34,9488.93,31,7,0.5161,Standard
5477,Denver,E-bike,1,580,36,895,4.68,16326.6,24,14,0.75,Gold
5478,Seattle,E-bike,7,522,32,897,4.17,14120.19,18,8,0.5556,Standard
5479,Boston,Scooter,1,379,35,596,3.98,9392.95,26,1,0.3462,Standard
5480,Chicago,Scooter,11,455,49,1411,4.36,14848.09,33,5,0.6364,Standard
5481,Denver,Scooter,12,285,33,1086,4.34,11178.33,27,4,0.6296,Standard
5482,Chicago,Bicycle,11,656,40,1239,4.05,12229.61,20,2,0.25,Standard
5483,Seattle,Walking,12,307,54,580,4.6,12732.1,29,10,0.6552,Gold
5484,Boston,Car,6,611,51,385,4.31,11269.66,31,9,0.5484,Standard
5485,Seattle,Bicycle,10,666,53,591,4.0,13083.77,24,7,0.5417,Standard
5486,Denver,E-bike,4,677,31,413,4.41,10859.59,25,3,0.6,Standard
5487,Denver,Car,3,626,39,400,4.36,12275.32,20,6,0.8,Gold
5488,Denver,Car,3,198,46,1517,4.02,12779.48,32,9,0.4688,Standard
5489,Denver,Bicycle,12,40,60,1101,4.75,17351.72,31,20,0.7419,Gold
5490,Boston,Scooter,9,496,32,1158,4.5,18962.48,24,14,0.75,Gold
5491,Denver,Car,9,197,27,294,4.69,15632.49,23,15,0.8696,Gold
5492,Chicago,E-bike,5,453,26,919,4.67,16737.29,30,20,0.8,Gold
5493,Boston,Scooter,5,120,22,710,4.03,9711.84,35,5,0.5143,Standard
5494,Boston,Scooter,2,316,49,443,4.06,11457.93,23,7,0.5652,Standard
5495,Denver,Car,10,437,53,1354,4.15,16605.79,29,14,0.7931,Gold
5496,Boston,E-bike,9,438,46,1254,4.39,14916.45,31,7,0.7419,Standard
5497,Seattle,Bicycle,12,604,41,1587,3.84,12394.81,31,0,0.5161,Standard
5498,Boston,Bicycle,11,292,59,1526,3.93,15048.59,28,10,0.6786,Standard
5499,Austin,Bicycle,9,257,48,451,4.17,13794.14,32,18,0.75,Gold
5500,Chicago,E-bike,12,690,25,985,3.88,12769.26,26,11,0.7692,Standard
5501,Seattle,E-bike,8,426,28,1512,3.95,11879.8,20,3,0.65,Standard
5502,Boston,E-bike,9,152,55,1143,4.31,13731.55,32,11,0.7188,Standard
5503,Denver,Car,3,175,50,168,3.64,7078.76,20,0,0.3,Standard
5504,Denver,Bicycle,9,687,45,1322,3.83,12345.9,29,4,0.4483,Standard
5505,Denver,Walking,11,167,55,239,4.07,10579.09,31,8,0.5484,Standard
5506,Austin,Bicycle,10,82,52,150,5.0,17843.99,24,21,0.875,Gold
5507,Boston,Car,11,338,36,813,4.8,18542.21,28,21,0.9643,Gold
5508,Seattle,Walking,5,410,43,1089,4.97,18265.33,28,23,0.8571,Gold
5509,Denver,Walking,6,294,55,87,3.96,7059.55,28,3,0.4643,Standard
5510,Boston,Car,8,279,31,1047,3.96,12969.39,29,5,0.5862,Standard
5511,Denver,Bicycle,6,544,21,1079,4.96,19308.05,31,21,0.8387,Gold
5512,Austin,Bicycle,12,560,26,1759,5.0,21598.36,21,16,0.7619,Gold
5513,Boston,Car,11,674,48,656,3.91,9525.01,28,1,0.3571,Standard
5514,Chicago,E-bike,4,408,32,835,4.14,13395.3,29,5,0.6897,Standard
5515,Seattle,E-bike,2,517,44,222,3.56,9314.51,32,8,0.4688,Standard
5516,Boston,E-bike,12,528,52,1554,4.64,19876.09,26,16,0.6923,Gold
5517,Seattle,Scooter,2,549,43,86,3.78,8072.37,22,4,0.4091,Standard
5518,Seattle,E-bike,6,571,41,958,4.01,12363.77,32,2,0.375,Standard
5519,Chicago,Scooter,7,408,35,1131,4.67,15709.71,25,13,0.8,Gold
5520,Chicago,Car,6,373,47,1634,4.09,15992.63,28,8,0.6071,Standard
5521,Seattle,Car,5,332,48,998,3.88,9913.41,29,0,0.5172,Standard
5522,Seattle,Scooter,2,96,44,1143,4.63,17720.08,36,24,0.6667,Gold
5523,Boston,E-bike,9,166,22,1762,4.4,15606.95,39,11,0.6667,Standard
5524,Chicago,Bicycle,3,294,37,1654,4.66,19540.95,35,22,0.8571,Gold
5525,Boston,Bicycle,12,353,31,913,4.24,13487.77,30,8,0.6333,Standard
5526,Boston,Scooter,1,44,23,1031,4.67,18579.31,31,23,0.8065,Gold
5527,Austin,E-bike,4,528,38,1505,3.87,15448.31,36,4,0.5833,Standard
5528,Chicago,Scooter,6,599,31,753,3.81,9904.55,13,1,0.6923,Standard
5529,Denver,E-bike,1,512,36,1501,4.39,15790.12,19,8,0.5789,Gold
5530,Seattle,Walking,2,209,25,1313,3.73,11695.79,36,7,0.5,Standard
5531,Seattle,Car,4,501,49,1482,4.76,17848.75,25,12,0.8,Gold
5532,Chicago,Scooter,2,690,55,1694,4.08,16269.96,26,6,0.6923,Standard
5533,Boston,E-bike,11,379,47,1480,4.44,18706.95,27,14,0.6667,Gold
5534,Seattle,E-bike,7,631,37,1782,5.0,21700.23,33,27,1.0,Gold
5535,Chicago,Car,9,663,28,860,4.01,12201.01,26,8,0.6538,Standard
5536,Boston,Scooter,7,324,26,1293,5.0,17106.62,31,18,0.871,Gold
5537,Chicago,Car,7,642,53,253,3.55,7708.85,27,3,0.4444,Standard
5538,Seattle,Scooter,3,150,47,1212,4.75,17058.03,25,11,0.84,Gold
5539,Austin,Car,4,426,18,340,4.18,7857.51,35,5,0.6857,Standard
5540,Chicago,Bicycle,9,649,19,1082,4.98,17254.53,25,18,0.88,Gold
5541,Seattle,Walking,9,489,54,262,4.15,9609.79,29,4,0.5517,Standard
5542,Denver,Bicycle,10,221,50,1748,4.37,17295.47,34,11,0.7353,Standard
5543,Austin,Car,3,98,63,1690,4.41,18368.0,21,13,0.8571,Gold
5544,Seattle,Bicycle,9,356,37,1562,4.42,15355.5,24,7,0.7083,Standard
5545,Chicago,E-bike,5,119,57,1299,4.46,15273.47,32,12,0.6875,Standard
5546,Seattle,Car,11,628,58,1662,4.53,17823.25,27,15,0.7407,Gold
5547,Seattle,Car,11,431,29,1591,3.71,11775.14,21,1,0.5238,Standard
5548,Chicago,Scooter,8,80,19,1523,4.21,15991.34,20,5,0.65,Standard
5549,Austin,Car,2,190,41,1417,4.0,12840.1,20,2,0.6,Standard
5550,Chicago,Car,9,130,34,299,4.41,10420.17,29,9,0.7241,Standard
5551,Chicago,E-bike,9,203,34,1390,4.94,22103.12,30,23,0.8667,Gold
5552,Seattle,Car,12,616,49,1789,4.03,15634.46,41,11,0.6585,Standard
5553,Seattle,E-bike,3,489,55,594,3.78,7146.22,31,1,0.3548,Standard
5554,Denver,Scooter,2,43,50,1251,3.96,15183.66,27,10,0.7037,Standard
5555,Chicago,Bicycle,6,46,30,733,4.62,15345.86,30,20,0.8667,Gold
5556,Boston,Scooter,12,509,43,1507,4.66,17284.57,29,14,0.6207,Gold
5557,Austin,Car,7,652,44,523,4.64,13901.08,35,14,0.7429,Gold
5558,Seattle,E-bike,3,495,25,447,3.94,6878.69,36,4,0.5833,Standard
5559,Chicago,Car,5,678,63,561,3.96,8885.95,29,6,0.5862,Standard
5560,Seattle,Scooter,8,526,51,625,3.75,10630.21,20,3,0.6,Standard
5561,Boston,Car,3,178,19,715,4.74,16449.99,26,11,0.8462,Gold
5562,Denver,Bicycle,12,424,57,325,4.53,12076.0,25,7,0.6,Standard
5563,Seattle,Scooter,10,330,24,915,4.54,16351.23,25,11,0.76,Gold
5564,Chicago,E-bike,7,234,53,1253,4.38,16292.36,33,15,0.8485,Gold
5565,Denver,E-bike,1,73,62,353,4.73,13985.13,18,8,0.7778,Gold
5566,Denver,Walking,9,439,26,683,4.47,10972.07,22,11,0.7273,Standard
5567,Boston,E-bike,9,130,37,776,4.83,15066.58,33,14,0.7879,Gold
5568,Denver,Bicycle,8,275,55,608,4.23,14455.37,18,4,0.5,Standard
5569,Austin,E-bike,9,29,54,980,3.86,9139.49,34,5,0.5882,Standard
5570,Chicago,Car,10,626,50,1358,3.97,13162.07,27,7,0.6667,Standard
5571,Austin,Car,6,692,62,1585,4.44,16073.87,27,4,0.5926,Standard
5572,Denver,Car,12,406,44,1517,4.28,16903.33,29,14,0.6897,Gold
5573,Austin,E-bike,11,432,47,518,3.83,8911.56,29,2,0.5172,Standard
5574,Chicago,Car,3,194,58,1323,4.61,18747.93,29,12,0.6897,Gold
5575,Boston,Bicycle,4,240,41,1291,3.98,12538.46,19,4,0.3158,Standard
5576,Denver,Car,6,429,36,739,4.15,14757.3,34,15,0.7647,Gold
5577,Austin,E-bike,1,101,20,465,4.61,13221.8,31,18,0.8387,Gold
5578,Austin,E-bike,9,59,55,353,4.85,17019.66,26,17,0.8462,Gold
5579,Austin,Car,9,241,48,741,4.79,16002.43,27,17,0.8148,Gold
5580,Austin,Bicycle,7,248,41,110,4.82,11759.75,30,17,0.7667,Gold
5581,Seattle,E-bike,11,419,25,980,4.42,16605.9,23,12,0.5652,Gold
5582,Denver,Scooter,11,519,37,1111,4.02,11305.5,37,4,0.5946,Standard
5583,Austin,Scooter,10,623,22,792,4.98,15798.77,25,12,0.72,Gold
5584,Boston,E-bike,10,516,31,103,4.5,11860.47,28,13,0.7143,Gold
5585,Chicago,Scooter,1,58,26,1755,4.05,13344.97,31,1,0.3871,Standard
5586,Denver,E-bike,12,176,21,767,4.62,12279.31,33,8,0.6364,Standard
5587,Seattle,E-bike,8,227,22,895,4.51,13190.15,24,9,0.625,Standard
5588,Seattle,Walking,1,284,20,600,4.74,13932.5,27,18,0.7407,Gold
5589,Denver,Car,11,125,54,1214,4.1,12348.39,24,0,0.4167,Standard
5590,Boston,E-bike,7,84,53,886,4.06,12850.59,27,6,0.7037,Standard
5591,Denver,Walking,11,493,30,248,3.88,9191.76,26,8,0.6923,Standard
5592,Denver,E-bike,2,403,56,47,4.24,11674.18,30,11,0.6,Gold
5593,Boston,Car,5,114,21,331,5.0,18611.57,31,27,0.9355,Gold
5594,Austin,Car,3,552,39,1574,4.44,19125.87,21,10,0.7619,Gold
5595,Denver,Car,6,103,56,276,4.24,10675.12,26,10,0.6923,Standard
5596,Austin,Bicycle,7,73,49,373,3.85,10996.59,29,4,0.5517,Standard
5597,Boston,Car,12,184,28,1485,5.0,19101.36,25,16,0.76,Gold
5598,Austin,Bicycle,7,193,27,752,4.37,13383.03,23,10,0.8261,Gold
5599,Chicago,Bicycle,8,243,36,1231,4.4,12548.65,37,5,0.4595,Standard
5600,Boston,Car,6,573,33,517,4.06,10451.11,32,3,0.4688,Standard
5601,Denver,E-bike,4,28,45,1645,3.69,10675.82,28,1,0.3571,Standard
5602,Austin,Bicycle,8,463,18,665,4.8,13011.05,23,10,0.6087,Gold
5603,Chicago,E-bike,4,11,39,1233,5.0,20237.79,31,21,0.871,Gold
5604,Seattle,Bicycle,12,130,30,277,4.19,11587.46,17,5,0.4706,Standard
5605,Austin,Car,9,123,29,334,4.59,12254.09,23,10,0.8261,Gold
5606,Chicago,Car,5,303,26,1094,4.91,16662.11,30,14,0.8,Gold
5607,Austin,Bicycle,8,188,27,1626,4.75,20251.39,27,17,0.8519,Gold
5608,Seattle,Scooter,7,399,22,1424,4.78,19882.01,19,14,0.9474,Gold
5609,Austin,Car,9,509,20,1379,4.32,15308.14,28,6,0.4643,Standard
5610,Boston,E-bike,8,223,18,638,4.37,13519.75,37,14,0.8108,Standard
5611,Austin,E-bike,8,624,34,274,4.35,12156.1,28,10,0.75,Gold
5612,Boston,Car,3,54,38,1219,3.94,12690.52,24,2,0.3333,Standard
5613,Boston,Scooter,8,174,37,1260,4.25,16213.17,22,10,0.8182,Standard
5614,Denver,E-bike,12,551,34,653,4.79,13829.95,29,12,0.6552,Gold
5615,Denver,Car,8,644,24,680,4.12,12048.73,31,9,0.6774,Standard
5616,Austin,Car,9,162,33,367,4.05,7735.26,29,7,0.5517,Standard
5617,Chicago,E-bike,8,529,57,1281,4.83,19784.84,32,20,0.8438,Gold
5618,Austin,Bicycle,2,635,43,1583,4.07,17149.26,45,14,0.6889,Standard
5619,Denver,Scooter,8,114,46,1057,3.93,11734.79,33,3,0.5455,Standard
5620,Chicago,Car,12,482,24,1728,3.99,13954.3,27,5,0.6296,Standard
5621,Chicago,Bicycle,9,293,45,1677,3.98,15860.87,24,4,0.6667,Standard
5622,Chicago,Car,1,492,51,1703,4.7,19518.41,38,25,0.8158,Gold
5623,Denver,Car,4,396,27,1597,4.34,17603.85,33,16,0.7273,Standard
5624,Austin,E-bike,4,121,63,1530,4.04,14475.19,30,5,0.6333,Standard
5625,Denver,Scooter,6,638,59,1654,4.55,16826.94,21,6,0.8095,Gold
5626,Seattle,Car,5,583,27,785,3.86,10806.07,24,4,0.625,Standard
5627,Chicago,Car,11,453,52,457,4.14,11482.91,27,11,0.7037,Standard
5628,Denver,E-bike,7,692,46,126,4.02,8980.04,29,5,0.7586,Standard
5629,Denver,E-bike,7,463,39,30,3.87,7152.68,31,4,0.4194,Standard
5630,Chicago,Scooter,9,264,33,998,4.62,15073.26,26,9,0.7692,Gold
5631,Boston,Scooter,7,531,55,754,3.89,11062.5,33,5,0.6667,Standard
5632,Denver,Bicycle,4,461,60,249,3.8,3485.24,23,0,0.4348,Standard
5633,Denver,Bicycle,9,215,39,657,4.17,8623.59,35,2,0.4857,Standard
5634,Boston,Bicycle,7,186,45,231,4.64,13195.74,34,18,0.7353,Gold
5635,Austin,Scooter,7,304,48,1198,4.31,16239.21,21,10,0.8571,Gold
5636,Denver,Car,12,342,25,507,4.58,13950.5,33,16,0.697,Gold
5637,Chicago,Walking,4,44,27,1793,3.92,13124.82,22,5,0.6818,Standard
5638,Austin,Car,5,674,36,70,4.15,8596.84,32,5,0.6875,Standard
5639,Denver,E-bike,4,154,42,312,3.98,11484.9,22,7,0.4545,Standard
5640,Seattle,E-bike,6,550,19,905,4.29,11596.57,36,8,0.6111,Standard
5641,Austin,Car,2,526,40,1098,4.5,16075.45,32,20,0.875,Gold
5642,Seattle,Bicycle,12,594,56,645,4.03,14182.42,29,21,0.7931,Gold
5643,Seattle,E-bike,4,585,48,849,4.64,14136.47,25,8,0.76,Gold
5644,Austin,Scooter,11,54,29,754,4.04,9226.37,26,3,0.5769,Standard
5645,Seattle,Scooter,10,473,27,1396,4.26,15725.07,26,10,0.7692,Standard
5646,Seattle,Bicycle,6,291,60,735,4.47,15878.47,30,19,0.7667,Gold
5647,Austin,E-bike,3,212,47,1140,4.31,16113.13,36,14,0.5556,Gold
5648,Seattle,Bicycle,1,285,31,329,4.34,10226.83,21,8,0.6667,Standard
5649,Austin,Bicycle,7,404,58,1354,4.54,14393.97,23,8,0.7391,Standard
5650,Denver,E-bike,6,373,37,138,4.6,13623.32,30,13,0.7667,Gold
5651,Austin,Car,10,251,39,606,4.16,9476.09,22,3,0.5,Standard
5652,Chicago,Scooter,5,188,42,1415,4.18,15928.5,30,5,0.5333,Standard
5653,Austin,Car,3,637,31,934,4.97,17210.09,24,16,0.7917,Gold
5654,Austin,Car,3,273,59,706,4.37,15049.17,32,17,0.5625,Standard
5655,Boston,E-bike,3,527,33,129,3.94,9861.99,23,6,0.4783,Standard
5656,Austin,Car,2,424,51,179,4.45,10656.7,29,9,0.7241,Standard
