driver_id,car_id,age,started_driving_year,second_language,rating,net_worth_of_tips,driver_class
584,282,59,2004,French,4.19,472.49,B class
585,1472,61,2012,no,4.02,451.98,B class
586,1217,30,2013,Mandarin,4.58,739.07,A class
587,1729,56,2022,Arabic,4.28,675.34,B class
588,2872,57,2016,Spanish,5.0,858.62,A class
589,1832,21,2022,no,4.29,469.31,B class
590,2242,54,2003,no,4.6,831.95,A class
591,2807,50,2021,no,3.79,230.96,B class
592,1134,66,2023,Mandarin,4.07,445.24,B class
593,323,23,2020,no,4.18,587.9,B class
594,676,66,2019,no,3.96,532.27,B class
595,434,47,2009,Russian,4.59,606.9,B class
596,574,33,2010,Spanish,4.27,765.53,A class
597,524,39,2004,French,5.0,968.23,A class
598,1479,57,2010,no,4.36,810.47,A class
599,2527,67,2014,Portuguese,5.0,1103.27,A class
600,2884,35,2008,no,4.34,606.5,A class
601,1061,67,2006,no,4.82,764.33,A class
602,1735,50,2003,Arabic,4.57,751.2,B class
603,446,30,2013,Arabic,4.49,841.85,B class
604,2414,49,2000,no,4.42,451.69,A class
605,1466,58,2004,no,4.4,943.43,A class
606,1209,23,2022,no,4.39,977.48,A class
607,2981,24,2019,Mandarin,4.65,583.42,A class
608,183,21,2022,French,4.62,1022.04,A class
609,350,47,2021,no,4.11,467.91,B class
610,1584,23,2020,no,4.68,852.34,A class
611,984,64,2015,Spanish,4.6,822.97,A class
612,1081,27,2018,Mandarin,4.7,935.17,A class
613,2986,24,2019,no,4.33,756.05,B class
614,1030,33,2010,Spanish,4.78,1082.7,A class
615,2216,56,2001,Russian,4.18,754.39,B class
616,2450,63,2013,no,4.24,708.54,A class
617,1481,32,2023,Spanish,4.39,1072.12,A class
618,1214,45,2001,Spanish,4.21,647.8,B class
619,1494,57,2001,no,4.76,914.47,A class
620,1409,58,2008,Arabic,4.08,337.6,B class
621,507,28,2015,Spanish,4.42,408.05,B class
622,2291,60,2010,no,4.42,521.14,A class
623,167,61,2023,no,4.05,327.2,B class
624,2117,55,2020,Mandarin,4.34,836.24,B class
625,1102,45,2020,no,4.5,692.89,B class
626,1651,39,2004,no,4.26,471.36,B class
627,2300,62,2022,no,4.43,715.25,A class
628,640,61,2010,Spanish,4.0,519.76,B class
629,1382,45,2014,Russian,5.0,1291.76,A class
630,1019,55,2023,Mandarin,4.2,503.46,B class
631,1287,39,2004,French,4.15,542.68,B class
632,1885,55,2023,no,4.31,419.46,B class
633,1325,25,2018,no,4.87,783.6,A class
634,1580,63,2004,Russian,4.65,858.95,B class
635,1646,45,2004,no,3.94,389.9,B class
636,1153,49,2019,French,4.85,728.09,A class
637,1262,29,2014,no,4.25,670.32,B class
638,2285,45,2009,no,4.73,842.69,A class
639,1884,21,2022,Spanish,4.99,894.44,A class
640,1857,62,2006,no,4.53,630.42,A class
641,17,56,2015,no,5.0,1277.39,A class
642,145,42,2017,no,3.62,520.85,B class
643,2602,60,2016,no,4.22,314.71,B class
644,2698,59,2009,no,4.27,678.6,B class
645,2046,26,2017,Arabic,5.0,1075.82,A class
646,2765,23,2020,no,4.71,1338.11,A class
647,15,32,2017,French,4.95,1104.87,A class
648,2637,21,2022,Spanish,3.99,498.75,B class
649,1524,47,2011,no,4.3,382.8,B class
650,817,45,2002,no,4.23,437.99,B class
651,948,46,2015,Portuguese,4.08,603.0,B class
652,1639,24,2019,Spanish,4.86,824.3,A class
653,1492,64,2016,Portuguese,4.21,465.84,B class
654,1894,66,2010,no,4.52,662.33,B class
655,1937,48,2004,Mandarin,4.67,944.78,A class
656,2403,21,2022,French,3.74,319.23,B class
657,1921,39,2016,Russian,4.5,638.04,A class
658,624,54,1999,no,4.41,627.51,B class
659,899,56,2009,Portuguese,4.4,557.21,B class
660,1827,32,2014,no,4.15,605.58,B class
661,1503,59,2023,French,4.17,518.34,B class
662,2700,66,2009,no,4.21,814.11,A class
663,1945,44,2008,Spanish,4.41,922.51,A class
664,2120,38,2005,no,4.36,615.8,B class
665,1941,45,2018,French,4.43,668.22,A class
666,2956,22,2021,no,3.78,219.5,B class
667,1427,45,1999,no,4.92,666.07,A class
668,2978,22,2021,Spanish,4.34,579.72,B class
669,2254,22,2023,Mandarin,4.2,513.69,B class
670,1391,47,2021,no,3.94,308.02,B class
671,1743,45,2012,Spanish,4.4,547.96,B class
672,1087,67,2008,no,5.0,1293.36,A class
673,2507,44,2017,Spanish,4.35,763.77,B class
674,2231,67,2014,Spanish,4.11,289.24,B class
675,2612,58,2005,Mandarin,4.74,900.86,A class
676,699,36,2007,French,4.37,683.5,B class
677,2871,64,2011,no,4.7,666.45,A class
678,1713,43,2013,no,4.38,435.71,B class
679,1977,48,2014,Spanish,5.0,933.58,A class
680,1084,25,2020,no,4.17,620.71,B class
681,245,30,2022,no,4.8,1055.9,A class
682,43,45,2003,French,4.13,445.91,B class
683,1746,33,2023,no,3.93,590.83,B class
684,1699,49,2003,no,4.8,1039.23,A class
685,2592,24,2019,Russian,4.43,575.41,A class
686,2587,32,2011,no,5.0,1143.27,A class
687,2729,52,2000,no,4.66,540.88,A class
688,2603,49,2005,no,4.78,914.92,A class
689,78,67,2005,no,5.0,1324.23,A class
690,1197,63,2017,Mandarin,4.01,290.27,B class
691,923,59,2009,French,3.85,287.21,B class
692,1475,21,2022,Spanish,4.19,591.14,B class
693,2056,49,2013,no,4.81,990.88,A class
694,1745,31,2023,no,3.92,112.1,B class
695,1768,33,2010,no,4.57,799.39,A class
696,480,30,2019,Spanish,4.73,768.2,A class
697,1138,42,2001,Spanish,5.0,1128.87,A class
698,2348,26,2017,no,4.92,915.92,A class
699,2054,45,2023,French,4.48,629.1,A class
700,530,28,2015,Mandarin,4.91,919.98,A class
701,2299,44,2008,no,4.34,805.4,A class
702,1654,50,2018,Spanish,4.19,386.1,B class
703,58,29,2014,Spanish,4.25,193.81,B class
704,449,25,2021,no,4.06,598.13,B class
705,2539,58,2017,no,4.46,541.94,B class
706,602,55,2000,Spanish,4.66,1079.49,A class
707,764,33,2010,Portuguese,3.9,485.68,B class
708,779,62,2021,Spanish,4.33,537.12,B class
709,991,31,2020,Spanish,4.25,939.77,B class
710,2982,64,2017,Spanish,4.62,905.57,A class
711,263,26,2022,no,5.0,887.06,A class
712,689,52,2019,no,4.48,357.42,B class
713,1932,21,2022,no,3.97,489.07,B class
714,454,30,2023,Arabic,4.05,236.78,B class
715,1361,40,2016,French,4.84,882.11,A class
716,811,25,2018,Portuguese,4.22,447.34,B class
717,2004,42,2001,no,4.88,798.64,A class
718,1550,31,2012,no,5.0,928.79,A class
719,1950,25,2018,Spanish,3.98,411.1,B class
720,408,66,2015,no,4.25,732.13,A class
721,2713,67,2010,no,4.95,926.93,A class
722,1814,66,2011,French,4.81,754.06,A class
723,73,28,2015,Spanish,3.63,235.54,B class
724,2669,38,2005,Spanish,4.21,430.56,B class
725,36,36,2007,no,3.79,534.18,B class
726,2501,36,2010,no,4.35,712.87,A class
727,1691,40,2003,no,4.84,787.45,A class
728,1781,44,2005,no,3.61,384.94,B class
729,2541,43,2005,no,4.02,615.83,B class
730,1033,34,2009,no,4.64,815.69,A class
731,2033,67,2015,Russian,4.62,788.63,A class
732,2039,67,2008,no,4.47,516.95,A class
733,2429,36,2015,no,4.44,722.6,B class
734,1750,31,2012,no,4.2,558.91,B class
735,2179,46,2017,Mandarin,4.21,731.78,B class
736,853,38,2005,no,4.49,325.01,A class
737,2386,67,2009,no,4.6,796.63,A class
738,1545,41,2006,no,4.51,712.69,A class
739,386,22,2021,no,4.13,766.98,B class
740,2841,26,2017,Spanish,4.68,1039.79,A class
741,1437,24,2019,no,4.11,590.48,B class
742,941,38,2020,no,3.87,157.74,B class
743,1187,35,2015,French,4.76,970.07,A class
744,2489,61,2007,no,4.59,701.93,A class
745,1756,62,2002,Spanish,4.86,1097.57,A class
746,2205,27,2016,no,3.89,399.87,B class
747,1577,65,2012,Spanish,5.0,1160.39,A class
748,1677,48,2016,no,4.6,747.27,A class
749,2168,35,2008,no,4.29,804.48,B class
750,2232,40,2003,no,4.47,599.21,B class
751,1899,41,2002,Russian,4.6,1181.72,A class
752,464,29,2016,no,3.71,425.12,B class
753,2885,61,2013,Portuguese,5.0,1190.86,A class
754,1782,21,2022,Portuguese,4.11,576.11,B class
755,650,24,2019,no,4.73,1178.02,A class
756,903,33,2010,no,4.21,767.22,B class
757,1289,27,2019,no,4.76,990.75,A class
758,690,23,2020,Russian,4.26,268.26,B class
759,438,39,2010,Spanish,4.68,820.19,A class
760,1695,38,2013,no,4.93,670.4,A class
761,745,26,2017,no,4.36,789.46,A class
762,2801,59,2014,French,4.63,920.68,A class
763,1725,62,2007,no,4.08,428.22,B class
764,1403,54,2001,no,4.75,808.56,A class
765,987,45,2001,no,5.0,1278.36,A class
766,1521,65,2012,no,4.18,479.93,B class
767,849,37,2006,Arabic,4.77,963.06,A class
768,367,41,2006,French,4.45,979.67,A class
769,1022,21,2022,no,4.21,755.41,B class
770,873,54,2004,no,4.61,666.62,A class
771,104,25,2018,French,4.1,521.02,B class
772,894,52,2008,no,4.19,699.34,B class
773,1803,57,2005,no,4.63,922.74,A class
774,2536,31,2012,no,4.32,795.69,B class
775,115,49,2000,Spanish,5.0,798.42,A class
776,1851,35,2008,Russian,4.84,851.45,A class
777,460,39,2011,Spanish,4.71,767.59,A class
778,794,45,2013,no,4.17,376.27,B class
779,670,32,2012,Mandarin,4.05,80.3,B class
780,1191,58,2000,no,5.0,1098.96,A class
781,2389,39,2018,Arabic,4.1,443.39,B class
782,1655,42,2010,no,4.55,647.81,A class
783,1443,59,2007,no,4.75,665.38,A class
784,1202,31,2023,no,4.1,536.48,B class
785,2913,42,2008,no,4.21,519.69,B class
786,523,67,2017,no,3.83,410.69,B class
787,2685,39,2016,Spanish,4.22,723.58,B class
788,332,26,2017,Mandarin,4.13,523.44,B class
789,761,34,2023,French,5.0,820.52,A class
790,1117,65,2020,no,4.3,482.85,B class
791,968,56,2012,no,4.32,531.81,B class
792,705,59,2009,no,4.22,849.54,A class
793,369,32,2021,no,4.5,661.31,A class
794,1663,60,2014,no,4.15,655.09,B class
795,2970,39,2016,Arabic,5.0,888.98,A class
796,179,58,2010,Russian,3.94,678.34,B class
797,1353,62,2016,no,4.79,950.72,A class
798,1358,30,2023,French,4.37,547.24,B class
799,2973,65,2010,Spanish,4.23,796.6,A class
800,2506,50,2002,no,4.2,678.54,B class
801,1689,55,2009,Spanish,4.13,407.63,B class
802,440,56,2014,no,3.82,153.05,B class
803,1924,28,2015,no,3.77,549.31,B class
804,1837,56,2020,Russian,4.5,789.71,A class
805,1532,31,2018,Spanish,4.22,272.53,B class
806,1297,33,2013,no,3.95,355.88,B class
807,1076,26,2017,no,4.23,363.17,B class
808,2852,29,2014,Portuguese,4.16,425.86,B class
809,2361,67,1999,no,4.62,640.14,A class
810,1170,36,2008,Arabic,4.46,857.59,A class
811,361,39,2023,Arabic,4.95,1005.14,A class
812,2288,43,2010,no,4.87,1074.25,A class
813,397,54,2009,Mandarin,4.89,1198.91,A class
814,1813,47,2022,Spanish,3.92,353.62,B class
815,2250,46,2014,French,4.08,515.94,B class
816,2935,60,2002,no,4.71,759.66,A class
817,2212,44,2015,no,4.01,444.25,B class
818,1936,57,2012,no,4.96,789.11,A class
819,2480,63,2018,Spanish,4.4,879.73,A class
820,2817,52,2022,French,5.0,1116.23,A class
821,1660,22,2021,Mandarin,4.67,746.01,A class
822,364,33,2010,Spanish,4.72,958.63,A class
823,2349,50,1999,no,4.61,619.48,B class
824,207,43,2007,no,4.42,665.55,A class
825,2171,34,2009,French,4.38,593.92,B class
826,608,36,2007,no,3.75,542.99,B class
827,69,24,2019,French,4.84,980.92,A class
828,599,32,2013,no,4.73,855.92,A class
829,657,57,2022,no,3.99,557.61,B class
830,1895,21,2022,Portuguese,4.74,803.28,A class
831,2995,60,2002,no,4.24,612.95,B class
832,2240,36,2010,no,3.8,408.89,B class
833,1368,58,2004,Spanish,5.0,1156.74,A class
834,346,33,2022,Spanish,3.87,220.58,B class
835,556,59,2018,Portuguese,4.23,440.7,B class
836,2270,47,2016,Arabic,4.91,732.0,A class
837,2420,61,2015,Mandarin,4.51,903.7,A class
838,2426,23,2020,no,4.6,849.6,A class
839,1659,58,2012,no,4.57,882.02,A class
840,427,33,2010,Arabic,4.64,676.55,A class
841,2682,37,2007,no,4.2,463.0,B class
842,2131,23,2020,Russian,4.63,454.0,A class
843,368,65,1999,Spanish,4.14,443.08,B class
844,963,51,2018,no,5.0,716.96,A class
845,583,67,2023,no,3.97,451.36,B class
846,2639,47,2005,Mandarin,4.45,862.16,B class
847,2045,28,2015,no,3.98,379.52,B class
848,804,36,2017,no,4.27,297.45,B class
849,1130,41,2002,Mandarin,4.41,819.64,A class
850,639,27,2019,no,4.53,733.17,B class
851,747,64,2017,no,4.69,948.42,A class
852,2337,66,2020,Spanish,4.41,844.92,A class
853,1372,47,2019,French,4.05,499.34,B class
854,482,48,2005,no,4.26,584.87,A class
855,377,54,2006,Portuguese,5.0,1005.03,A class
856,1544,52,2007,Portuguese,5.0,707.35,A class
857,2788,23,2020,no,3.85,640.96,B class
858,2321,45,2022,no,4.12,473.61,B class
859,33,57,2008,French,4.71,940.47,A class
860,2892,58,2021,no,4.59,635.56,A class
861,129,49,2000,French,4.56,368.55,B class
862,748,63,2008,Spanish,5.0,1067.91,A class
863,560,48,2005,no,4.14,387.92,B class
864,1721,38,2009,Spanish,5.0,1054.1,A class
865,2570,41,2014,no,4.67,829.05,A class
866,973,53,2006,Portuguese,4.13,505.05,B class
867,901,62,2003,no,4.16,521.45,B class
868,191,31,2019,Portuguese,4.08,521.22,B class
869,1527,34,2009,no,4.68,613.57,A class
870,665,51,2005,Mandarin,4.66,804.03,A class
871,716,56,2021,Portuguese,3.94,462.78,B class
872,1597,39,2004,no,4.05,416.09,B class
873,801,51,2019,no,4.71,678.98,A class
874,1346,21,2022,French,4.21,955.45,A class
875,2058,34,2020,French,4.35,519.77,B class
876,2060,65,2019,no,4.74,500.61,A class
877,775,48,2007,no,4.3,559.6,B class
878,1085,61,2007,French,4.42,748.11,A class
879,1890,31,2012,no,5.0,1362.78,A class
880,978,34,2015,Spanish,5.0,1021.74,A class
881,708,66,2003,no,4.03,672.09,B class
882,193,67,2022,no,4.15,551.5,B class
883,1315,62,2002,French,3.52,200.16,B class
884,668,35,2016,no,4.5,1133.74,A class
885,2189,58,2008,Portuguese,4.8,935.46,A class
886,2464,42,2001,Spanish,4.37,576.83,B class
887,2139,60,2017,no,3.86,348.44,B class
888,2042,61,2013,no,3.95,97.6,B class
889,2140,41,2003,no,4.51,825.85,A class
890,251,35,2008,French,4.26,843.5,A class
891,594,66,2018,Spanish,4.54,890.41,A class
892,717,42,2011,French,4.64,767.04,A class
893,2715,41,2015,no,4.76,943.4,A class
894,2631,52,2011,no,4.54,892.9,A class
895,559,65,2014,no,4.53,1012.76,A class
896,1709,27,2023,French,3.57,226.96,B class
897,2467,67,2000,no,4.22,442.31,B class
898,1603,40,2008,no,4.41,341.22,B class
899,1395,22,2021,no,4.63,968.09,A class
900,458,35,2021,no,4.59,1088.74,A class
901,365,42,2022,Spanish,4.2,621.79,B class
902,1645,52,2012,Spanish,4.18,488.49,B class
903,72,47,2007,Russian,3.7,424.33,B class
904,249,27,2017,no,4.6,798.72,A class
905,536,43,2005,Spanish,4.47,626.63,B class
906,1177,31,2014,no,5.0,1303.51,A class
907,974,33,2023,French,4.24,524.31,B class
908,722,54,2010,Spanish,5.0,1044.12,A class
909,2579,58,2019,no,4.56,858.55,A class
910,199,28,2023,French,3.7,320.28,B class
911,1411,49,2020,no,4.35,588.58,B class
912,1916,40,2016,no,4.49,922.13,A class
913,2835,36,2011,no,4.54,510.24,B class
914,649,54,1999,no,4.91,1048.77,A class
915,598,32,2018,Arabic,4.84,857.67,A class
916,1215,56,2022,Mandarin,4.51,573.0,A class
917,1893,39,2019,Mandarin,4.24,819.51,B class
918,2178,25,2018,Arabic,3.84,444.74,B class
919,1169,58,2018,French,4.42,696.4,B class
920,2318,61,2015,no,4.72,812.4,A class
921,2442,47,1999,no,3.96,525.58,B class
922,1178,55,2014,no,4.4,720.75,A class
923,550,27,2016,Portuguese,4.36,731.98,B class
924,1268,36,2007,Portuguese,4.06,497.88,B class
925,1569,37,2020,Mandarin,4.57,538.39,B class
926,2757,56,2017,no,4.44,380.98,B class
927,218,37,2013,no,5.0,1116.41,A class
928,1160,55,2012,Arabic,4.56,919.5,A class
929,2634,35,2023,no,4.71,897.93,A class
930,605,49,2007,Spanish,4.55,584.59,A class
931,2272,30,2016,no,3.66,365.64,B class
932,929,47,2015,no,4.49,763.58,A class
933,651,24,2019,Spanish,4.32,263.56,B class
934,2086,55,2000,Portuguese,4.48,833.12,A class
935,2831,22,2021,French,4.15,301.1,B class
936,1635,67,1999,no,4.82,988.1,A class
937,467,60,2013,no,4.86,1038.07,A class
938,2368,48,2021,Arabic,4.75,824.07,A class
939,799,63,2018,Spanish,5.0,1070.08,A class
940,1551,59,2015,no,5.0,1323.82,A class
941,2857,27,2016,Spanish,3.55,349.11,B class
942,1174,55,2018,no,3.89,398.99,B class
943,1712,38,2020,no,3.93,568.7,B class
944,186,61,2019,Arabic,4.42,812.53,A class
945,1779,61,2007,Spanish,4.17,655.94,B class
946,2910,65,2011,no,4.42,459.23,B class
947,2094,42,2023,no,4.18,351.38,B class
948,2418,30,2013,Russian,4.57,748.63,A class
949,2724,26,2017,Spanish,4.06,350.44,B class
950,2416,28,2015,Spanish,3.89,448.36,B class
951,735,67,2016,no,4.15,476.11,B class
952,321,48,2017,Russian,4.63,1015.61,A class
953,354,37,2014,Arabic,4.53,587.17,A class
954,442,42,2017,no,4.12,538.48,B class
955,1419,29,2014,no,3.54,298.99,B class
956,48,47,1999,Mandarin,4.76,953.53,A class
957,209,41,2015,French,4.14,408.24,B class
958,2491,58,2000,French,4.36,717.6,B class
959,1,21,2022,Russian,3.64,366.98,B class
960,1014,64,2022,Spanish,3.76,341.23,B class
961,2659,23,2020,no,3.82,584.54,B class
962,1125,40,2007,no,4.33,663.04,B class
963,2441,37,2013,French,4.09,358.62,B class
964,1786,54,2012,no,4.8,593.25,A class
965,160,51,2011,no,4.37,612.05,B class
966,1927,30,2013,Mandarin,5.0,1280.44,A class
967,1429,44,2016,no,3.91,437.99,B class
968,2758,46,2009,French,4.66,763.75,A class
969,333,42,2017,no,4.34,823.46,A class
970,1838,22,2021,no,4.31,360.77,B class
971,1304,29,2021,no,4.35,540.36,B class
972,977,44,2022,Mandarin,4.67,652.15,A class
973,342,33,2023,Mandarin,4.47,593.48,B class
974,61,46,2015,no,4.92,805.14,A class
975,1433,28,2015,no,3.85,414.85,B class
976,2269,55,1999,no,4.17,625.82,B class
977,803,29,2014,Mandarin,5.0,1005.44,A class
978,1227,51,2019,Russian,4.74,1066.69,A class
979,1498,60,2014,French,4.78,655.04,A class
980,2880,37,2020,no,4.73,874.65,A class
981,908,27,2016,Spanish,3.7,497.52,B class
982,2894,21,2022,no,4.7,764.35,A class
983,2051,37,2023,no,4.73,1127.78,A class
984,1506,26,2017,no,4.01,588.96,B class
985,613,62,2018,no,5.0,1368.14,A class
986,940,66,2007,no,4.65,908.98,A class
987,1665,67,2003,French,3.78,282.78,B class
988,2161,64,2004,no,4.56,750.69,A class
989,2105,48,2007,Mandarin,4.32,566.38,B class
990,2367,36,2007,Portuguese,5.0,876.47,A class
991,2838,41,2019,Spanish,4.35,772.03,A class
992,645,33,2020,no,4.18,487.73,B class
993,2993,60,2014,Mandarin,5.0,1225.65,A class
994,1572,41,2008,no,4.43,976.87,A class
995,2050,39,2008,no,4.2,800.37,B class
996,2652,53,2004,no,4.55,432.8,A class
997,2893,38,2016,French,4.69,646.88,A class
998,2084,37,2006,French,4.52,622.42,B class
999,2670,31,2012,French,4.3,811.13,B class
1000,363,24,2019,Mandarin,4.25,654.33,B class
1001,2330,22,2021,no,3.68,202.59,B class
1002,1949,39,2020,French,3.77,132.18,B class
1003,2937,67,2013,Arabic,4.65,607.9,A class
1004,1485,33,2010,no,3.92,81.01,B class
1005,1127,51,2004,Russian,4.1,779.79,B class
1006,2642,36,2017,Arabic,3.92,240.66,B class
1007,2802,35,2019,no,3.54,284.52,B class
1008,2078,28,2023,no,4.32,682.64,A class
1009,660,47,2021,no,4.26,534.11,B class
1010,1647,51,2003,French,4.57,607.27,A class
1011,132,37,2006,no,4.27,385.43,B class
1012,1318,45,2011,no,4.16,575.38,B class
1013,1298,43,2009,Spanish,4.5,978.46,A class
1014,498,33,2015,Arabic,4.28,788.03,B class
1015,572,53,2019,French,4.58,694.1,A class
1016,1257,47,2023,Mandarin,5.0,963.94,A class
1017,1426,24,2019,no,4.37,627.96,B class
1018,2284,44,2023,no,3.82,117.54,B class
1019,128,39,2021,Spanish,4.07,501.59,B class
1020,2455,58,2004,no,4.47,772.58,A class
1021,1622,35,2009,Spanish,4.33,560.22,B class
1022,1548,65,2011,Russian,4.03,537.81,B class
1023,1602,49,2018,Spanish,4.39,577.79,A class
1024,1754,27,2020,Spanish,5.0,1426.61,A class
1025,2043,39,2012,Spanish,4.23,366.68,B class
1026,869,62,2015,French,4.44,754.52,A class
1027,2574,32,2011,no,3.84,434.56,B class
1028,1408,54,2019,no,4.82,977.1,A class
1029,279,57,2018,no,4.7,740.44,A class
1030,2239,53,2021,Spanish,4.63,963.77,A class
1031,214,25,2018,no,4.7,919.2,A class
1032,159,38,2017,no,4.23,403.24,B class
1033,463,37,2018,Mandarin,4.22,468.09,B class
1034,737,37,2010,no,5.0,1076.94,A class
1035,2170,62,2011,Spanish,4.86,659.82,A class
1036,1965,21,2022,no,3.35,334.43,B class
1037,2963,46,2006,no,4.96,938.13,A class
1038,1627,67,2015,no,4.17,744.05,B class
1039,2519,62,2015,no,4.76,1056.97,A class
1040,461,49,2012,Russian,4.5,753.17,A class
1041,242,67,2020,Russian,3.95,165.56,B class
1042,1383,39,2013,Mandarin,4.53,436.81,A class
1043,2020,49,2009,Spanish,4.51,722.99,A class
1044,1200,46,2020,French,4.42,944.64,A class
1045,2957,23,2020,Arabic,4.55,680.07,A class
1046,1563,22,2023,no,4.89,903.92,A class
1047,2832,63,2008,no,4.63,723.51,A class
1048,2842,29,2023,Mandarin,4.35,683.04,B class
1049,2689,37,2019,Russian,4.69,1066.28,A class
1050,2354,50,2015,no,5.0,961.5,A class
1051,2347,48,2008,no,4.71,738.58,A class
1052,1805,45,2006,no,4.62,935.96,A class
1053,843,67,2012,no,4.67,855.72,A class
1054,2684,57,2020,Mandarin,4.59,678.0,A class
1055,2093,65,2014,no,4.4,868.32,B class
1056,2303,51,2004,Portuguese,5.0,1070.93,A class
1057,2112,67,2021,French,4.09,593.15,B class
1058,1243,49,2006,no,4.62,958.09,A class
1059,1841,46,2014,French,4.37,737.5,B class
1060,1072,59,2023,French,3.78,20.85,B class
1061,1218,61,2006,no,4.26,639.49,B class
1062,2100,24,2023,no,4.02,568.12,B class
1063,2686,63,2014,French,4.67,811.87,A class
1064,340,53,2019,no,4.2,797.12,B class
1065,154,63,2009,no,3.98,614.17,B class
1066,2633,54,2022,no,5.0,815.19,A class
1067,217,64,2021,no,4.46,951.91,A class
1068,1766,33,2010,Spanish,5.0,948.61,A class
1069,955,29,2014,no,4.3,718.01,A class
1070,2166,30,2023,Spanish,4.23,703.87,B class
1071,1096,32,2012,no,4.63,727.15,A class
1072,702,31,2012,French,4.12,672.99,B class
1073,633,41,2016,no,4.51,614.17,B class
1074,2617,30,2013,Portuguese,4.6,590.67,B class
1075,51,28,2015,Arabic,4.05,449.17,B class
1076,1911,45,2005,no,4.69,646.52,A class
1077,334,58,2016,Spanish,4.06,475.77,B class
1078,2325,27,2016,no,4.25,717.78,B class
1079,970,45,2007,French,4.72,831.66,A class
1080,1959,51,2011,Spanish,5.0,817.66,A class
1081,1999,54,2012,no,4.38,588.55,B class
1082,3000,25,2018,no,4.4,510.17,B class
1083,1328,55,2002,no,4.39,401.92,B class
1084,114,22,2021,French,4.48,162.68,B class
1085,142,32,2011,French,4.28,689.8,B class
1086,712,36,2015,no,4.27,506.39,B class
1087,2843,61,2021,no,4.55,592.83,A class
1088,2332,30,2020,no,4.31,767.03,A class
1089,1420,57,2000,Spanish,4.23,648.99,B class
1090,2394,67,2014,no,4.59,849.66,A class
1091,1186,66,2021,no,4.57,930.49,A class
1092,947,35,2018,Arabic,4.07,714.33,B class
1093,39,25,2023,no,4.87,1030.9,A class
1094,1356,31,2012,Mandarin,4.75,920.45,A class
1095,1136,57,2009,no,4.25,695.68,B class
1096,1534,30,2014,no,4.83,684.93,A class
1097,2778,51,2005,Spanish,4.55,739.42,A class
1098,2423,38,2011,no,4.65,852.01,A class
1099,266,57,2000,no,4.36,642.11,A class
1100,2550,49,2004,Russian,4.34,591.84,A class
1101,2466,48,2022,Arabic,3.81,22.59,B class
1102,2324,57,2017,Mandarin,4.63,816.8,A class
1103,2469,65,2005,no,4.37,646.56,B class
1104,18,38,2010,no,4.74,778.62,A class
1105,762,45,2005,no,4.44,923.23,A class
1106,773,50,2015,Portuguese,4.3,483.96,B class
1107,896,59,2023,French,4.92,775.28,A class
1108,1275,43,2004,no,4.73,864.13,A class
1109,82,38,2005,Russian,4.58,899.26,A class
1110,1939,60,2008,no,4.64,573.13,B class
1111,2312,65,2013,Spanish,4.86,1097.23,A class
1112,834,47,2023,no,3.9,349.62,B class
1113,2938,25,2018,no,4.52,538.33,B class
1114,769,34,2009,Portuguese,4.15,470.45,B class
1115,2786,42,2007,Arabic,4.73,965.72,A class
1116,1024,54,2019,no,4.13,536.43,B class
1117,2803,52,2005,no,4.2,648.17,B class
1118,739,59,2005,Spanish,4.4,508.65,B class
1119,2557,22,2021,no,4.37,673.59,B class
1120,2462,42,2009,Spanish,4.06,516.36,B class
1121,1993,53,2005,Spanish,3.58,340.96,B class
1122,1896,67,2013,no,4.6,680.35,A class
1123,2553,27,2016,no,3.55,291.09,B class
1124,108,62,2006,no,4.63,742.04,A class
1125,2903,21,2022,Portuguese,5.0,930.78,A class
1126,2011,30,2013,no,4.67,596.81,B class
1127,2118,60,2023,Spanish,5.0,767.4,A class
1128,1964,57,2004,no,4.59,685.18,A class
1129,992,66,2004,Mandarin,5.0,1136.81,A class
1130,1280,49,2010,no,4.27,366.34,B class
1131,949,49,2011,no,3.66,111.56,B class
1132,385,46,2005,Mandarin,4.45,524.41,A class
1133,2991,45,2012,Mandarin,5.0,1326.34,A class
1134,1925,45,2013,no,4.29,809.19,A class
1135,1856,34,2009,no,4.22,594.13,B class
1136,2575,61,2004,Portuguese,4.79,858.61,A class
1137,2676,37,2018,no,4.57,919.19,A class
1138,763,49,2003,no,4.44,830.54,A class
1139,19,52,2015,no,5.0,1042.98,A class
1140,1777,46,2020,no,4.38,663.19,B class
1141,2265,49,2002,Spanish,4.73,1141.65,A class
1142,1742,23,2020,Mandarin,4.45,812.46,A class
1143,2571,35,2018,no,3.97,464.79,B class
1144,2233,42,2017,Spanish,4.04,206.89,B class
1145,320,39,2011,no,4.56,753.9,A class
1146,2604,63,2019,Mandarin,4.3,753.52,A class
1147,2540,63,2020,no,4.63,838.25,A class
1148,1094,54,2014,no,3.78,386.95,B class
1149,1286,37,2018,Spanish,4.64,801.23,A class
1150,1619,23,2020,no,4.29,914.11,A class
1151,519,56,2001,no,4.6,851.76,A class
1152,2336,62,2009,no,4.85,724.54,A class
1153,2438,44,2023,Mandarin,4.08,804.83,B class
1154,1931,59,2021,no,4.37,351.44,B class
1155,1017,64,2003,Mandarin,4.53,535.16,A class
1156,1560,46,2017,French,4.26,519.94,B class
1157,2959,30,2020,Spanish,5.0,1041.48,A class
1158,2355,22,2021,no,4.7,770.02,A class
