driver_id,age,second_language,rating
1231,30,Russian,4.3
1232,42,no,3.53
1233,56,Spanish,4.51
1234,52,French,4.26
1235,26,no,4.41
1236,62,no,4.11
1237,64,Spanish,4.71
1238,43,Mandarin,4.22
1239,37,no,4.0
1240,45,no,4.33
1241,58,no,4.95
1242,42,Spanish,4.68
1243,22,Portuguese,4.63
1244,24,Arabic,3.77
1245,59,no,3.98
1246,57,no,4.23
1247,57,French,4.43
1248,26,Mandarin,4.37
1249,29,no,4.29
1250,39,no,4.47
1251,31,no,4.04
1252,39,French,4.25
1253,47,Spanish,5.0
1254,34,no,3.98
1255,26,Portuguese,4.39
1256,39,Spanish,5.0
1257,54,Portuguese,4.45
1258,50,no,4.63
1259,36,no,4.81
1260,35,Portuguese,4.32
1261,48,Portuguese,4.25
1262,29,Russian,4.06
1263,60,French,3.78
1264,61,no,4.52
1265,22,no,4.12
1266,66,no,4.53
1267,22,Portuguese,4.62
1268,42,no,4.96
1269,52,Mandarin,4.82
1270,36,Portuguese,4.95
1271,30,Russian,4.57
1272,23,Portuguese,4.2
1273,55,Spanish,3.74
1274,22,no,4.74
1275,43,Russian,4.23
1276,39,no,4.78
1277,66,no,4.62
1278,64,Russian,4.1
1279,59,Spanish,4.23
1280,55,no,5.0
1281,46,no,4.85
1282,37,no,4.27
1283,28,Portuguese,4.11
1284,66,Spanish,4.84
1285,39,no,4.42
1286,41,Spanish,5.0
1287,27,Arabic,4.76
1288,34,Portuguese,3.93
1289,50,no,4.72
1290,41,Spanish,4.55
1291,48,no,4.42
1292,30,no,4.03
1293,24,no,5.0
1294,62,no,5.0
1295,41,Spanish,4.26
1296,37,no,4.09
1297,34,no,4.47
1298,51,no,3.75
1299,47,no,4.56
1300,39,Mandarin,4.9
1301,64,no,4.12
1302,63,no,4.1
1303,30,Russian,4.45
1304,51,no,4.25
1305,66,Arabic,4.08
1306,43,Spanish,3.98
1307,22,Mandarin,4.06
1308,27,Spanish,4.8
1309,52,no,4.27
1310,63,French,4.2
1311,27,French,5.0
1312,46,no,4.05
1313,44,Mandarin,4.64
1314,34,no,4.76
1315,50,Arabic,4.9
1316,62,French,3.96
1317,32,no,4.28
1318,23,Arabic,4.36
1319,37,Russian,5.0
1320,35,Mandarin,4.48
1321,55,no,3.88
1322,46,French,4.72
1323,21,Spanish,4.68
1324,36,no,4.93
1325,55,Arabic,4.22
1326,43,Spanish,4.33
1327,47,Arabic,4.69
1328,33,Spanish,4.82
1329,36,no,4.2
1330,27,Russian,4.22
1331,24,Spanish,4.26
1332,22,no,5.0
1333,50,no,4.26
1334,28,no,4.75
1335,47,Spanish,4.6
1336,65,no,4.51
1337,53,Portuguese,3.88
1338,48,Russian,3.28
1339,26,Mandarin,4.91
1340,43,no,4.33
1341,62,Mandarin,4.68
1342,39,no,4.05
1343,59,French,4.28
1344,54,no,5.0
1345,33,Portuguese,5.0
1346,27,no,4.42
1347,21,no,4.75
1348,33,Russian,4.7
1349,36,no,4.34
1350,51,Arabic,4.86
1351,47,Portuguese,4.71
1352,43,no,4.8
1353,54,no,4.82
1354,57,Spanish,4.36
1355,54,French,5.0
1356,63,Russian,4.31
1357,37,no,4.31
1358,59,Mandarin,4.97
1359,40,no,4.81
1360,29,Spanish,4.94
1361,27,French,2.9
1362,25,Arabic,4.66
1363,65,no,4.65
1364,28,no,4.66
1365,60,no,4.83
1366,57,no,4.43
1367,41,no,4.46
1368,63,Arabic,4.64
1369,63,no,5.0
1370,64,no,4.74
1371,44,Mandarin,4.5
1372,35,no,4.47
1373,23,no,4.83
1374,60,Portuguese,4.98
1375,62,no,4.04
1376,46,no,4.74
1377,24,Spanish,4.18
1378,59,no,5.0
1379,35,no,4.81
1380,46,no,4.01
1381,51,no,5.0
1382,27,Arabic,3.74
1383,23,no,4.75
1384,24,no,4.11
1385,66,no,4.99
1386,65,Russian,4.58
1387,41,no,4.22
1388,41,Arabic,4.56
1389,40,no,4.06
1390,37,Portuguese,4.47
1391,46,no,4.08
1392,37,no,3.91
1393,49,no,4.49
1394,38,no,4.68
1395,50,Mandarin,4.2
1396,65,Spanish,3.71
1397,30,Spanish,4.53
1398,23,no,4.53
1399,45,Mandarin,4.51
1400,26,no,4.35
1401,31,Russian,4.98
1402,58,Mandarin,4.83
1403,40,Spanish,5.0
1404,46,Arabic,5.0
1405,57,Spanish,3.82
1406,27,Spanish,3.79
1407,43,no,4.33
1408,22,Spanish,4.56
1409,44,no,4.61
1410,31,no,4.36
1411,63,French,4.5
1412,33,no,4.44
1413,30,Spanish,4.15
1414,21,no,4.19
1415,27,no,4.82
1416,31,Arabic,4.27
1417,31,no,3.9
1418,55,Spanish,4.6
1419,62,Spanish,4.4
1420,61,Arabic,4.95
1421,65,no,3.98
1422,63,French,3.94
1423,42,no,4.7
1424,39,no,4.49
1425,51,no,3.91
1426,36,no,5.0
1427,49,no,5.0
1428,67,no,4.32
1429,30,no,4.72
1430,57,Spanish,3.54
1431,64,no,4.77
1432,46,no,4.03
1433,37,no,4.57
1434,32,no,3.73
1435,28,Spanish,4.6
1436,36,Arabic,4.27
1437,56,Spanish,4.63
1438,45,Spanish,5.0
1439,31,no,4.44
1440,46,Portuguese,5.0
1441,59,no,4.42
1442,21,no,5.0
1443,21,no,3.75
1444,66,no,4.59
1445,56,French,3.95
1446,48,no,4.81
1447,63,no,4.73
1448,48,no,3.56
1449,45,Russian,4.38
1450,30,French,4.25
1451,59,Portuguese,5.0
1452,56,Arabic,4.86
1453,34,Arabic,4.17
1454,55,no,3.99
1455,55,no,4.84
1456,25,no,3.73
1457,28,no,4.78
1458,48,Mandarin,4.69
1459,50,no,4.39
1460,51,no,4.61
1461,38,Spanish,4.65
1462,60,no,4.51
1463,41,no,4.23
1464,30,no,4.83
1465,26,Mandarin,4.8
1466,62,no,4.37
1467,54,no,4.75
1468,42,no,4.18
1469,30,Mandarin,4.84
1470,25,no,4.49
1471,28,no,3.86
1472,25,Arabic,4.84
1473,45,Arabic,3.94
1474,30,no,4.42
1475,27,no,4.37
1476,34,no,3.98
1477,53,Mandarin,4.55
1478,44,no,3.84
1479,28,Portuguese,4.66
1480,56,French,4.49
1481,44,Spanish,4.21
1482,29,no,4.92
1483,53,Arabic,4.48
1484,67,Mandarin,4.92
1485,46,French,5.0
1486,28,no,4.94
1487,35,Mandarin,4.76
1488,49,French,4.27
1489,67,Portuguese,3.99
1490,64,Spanish,4.55
1491,64,no,4.88
1492,60,no,4.75
1493,48,Mandarin,3.37
1494,51,Portuguese,4.79
1495,55,Spanish,4.47
1496,54,no,4.37
1497,51,no,4.7
1498,27,Spanish,4.49
1499,62,Arabic,4.52
1500,21,no,4.86
1501,41,no,4.12
1502,41,Portuguese,4.62
1503,67,no,4.47
1504,25,no,4.02
1505,43,no,4.74
1506,37,no,4.93
1507,25,no,4.78
1508,31,Spanish,5.0
1509,40,Spanish,3.8
1510,64,Spanish,3.92
1511,39,Spanish,4.32
1512,62,no,4.07
1513,55,no,4.1
1514,59,no,4.95
1515,61,no,4.51
1516,54,Mandarin,4.55
1517,55,no,4.84
1518,28,Spanish,4.46
1519,54,no,5.0
1520,23,no,3.92
1521,55,no,4.43
1522,51,no,3.92
1523,56,Spanish,5.0
1524,51,French,4.62
1525,38,no,4.42
1526,38,Spanish,4.24
1527,49,French,4.93
1528,43,no,4.5
1529,37,no,5.0
1530,43,no,4.31
1531,46,no,4.83
1532,32,Arabic,4.57
1533,50,no,4.08
1534,35,no,4.35
1535,33,Mandarin,4.14
1536,40,no,4.47
1537,25,Spanish,4.68
1538,49,no,4.9
1539,55,no,4.75
1540,65,no,4.42
1541,34,no,5.0
1542,46,no,4.72
1543,44,Mandarin,5.0
1544,55,Spanish,5.0
1545,50,Mandarin,4.9
1546,58,no,4.61
1547,60,Russian,4.91
1548,26,no,3.79
1549,37,French,4.33
1550,51,Mandarin,3.95
1551,46,Spanish,4.49
1552,43,no,4.21
1553,29,Mandarin,4.01
1554,47,Mandarin,4.46
1555,55,no,4.21
1556,22,French,4.75
1557,48,no,5.0
1558,63,no,4.67
1559,47,Spanish,4.08
1560,65,French,4.84
1561,37,no,4.2
1562,21,no,4.34
1563,53,no,4.32
1564,31,no,4.35
1565,21,no,4.53
1566,29,no,4.53
1567,64,French,4.81
1568,57,no,5.0
1569,33,no,4.58
1570,49,no,4.47
1571,36,no,4.27
1572,29,no,4.08
1573,67,no,4.11
1574,59,no,4.23
1575,38,no,3.38
1576,37,Spanish,4.37
1577,59,Arabic,5.0
1578,42,no,4.73
1579,38,no,4.3
1580,39,no,4.47
1581,42,no,3.7
1582,45,Spanish,4.5
1583,22,Spanish,4.82
1584,43,no,4.44
1585,41,no,3.58
1586,33,no,4.59
1587,37,no,5.0
1588,40,Portuguese,4.59
1589,38,no,4.15
1590,63,no,5.0
1591,45,no,4.09
1592,44,no,4.16
1593,33,no,4.35
1594,64,no,3.84
1595,22,no,3.95
1596,46,no,4.58
1597,28,Spanish,5.0
1598,57,no,4.52
1599,38,no,4.09
1600,34,Arabic,4.82
1601,23,no,4.49
1602,58,Russian,4.69
1603,39,Portuguese,4.82
1604,33,no,4.3
1605,60,no,4.45
1606,21,French,4.37
1607,43,no,4.8
1608,28,no,5.0
1609,26,Spanish,4.59
1610,22,no,4.29
1611,29,Arabic,4.49
1612,65,Mandarin,4.41
1613,41,Arabic,4.88
1614,67,Mandarin,4.79
1615,33,Spanish,4.4
1616,56,no,4.6
1617,25,Russian,4.49
1618,26,Portuguese,4.23
1619,21,French,4.6
1620,63,French,4.65
1621,52,Spanish,4.67
1622,55,no,4.46
1623,64,Arabic,4.54
1624,36,no,4.37
1625,54,no,4.37
1626,44,no,4.65
1627,46,Spanish,4.83
1628,52,Spanish,4.92
1629,43,no,4.61
1630,22,no,4.54
1631,24,no,3.99
1632,44,no,5.0
1633,47,no,4.69
1634,55,Mandarin,4.19
1635,47,no,4.54
1636,29,no,4.77
1637,38,no,4.28
1638,41,no,3.69
1639,67,Arabic,4.03
1640,46,no,4.47
1641,50,no,3.74
1642,55,Mandarin,4.29
1643,38,no,4.48
1644,66,French,4.27
1645,52,Russian,4.04
1646,60,Spanish,4.36
1647,56,Portuguese,4.06
1648,50,no,4.59
1649,22,no,3.9
1650,48,no,4.11
1651,27,no,4.41
1652,49,no,4.31
1653,53,no,4.57
1654,46,no,3.81
1655,35,no,4.52
1656,23,Spanish,4.34
1657,52,no,4.01
1658,53,no,4.01
1659,43,no,4.73
1660,54,Mandarin,4.73
1661,57,no,4.42
1662,45,Mandarin,5.0
1663,23,no,4.16
1664,61,no,4.31
1665,42,Russian,4.99
1666,52,no,4.5
1667,63,no,4.72
1668,38,no,4.88
1669,50,no,3.85
1670,21,no,4.15
1671,62,no,4.9
1672,23,no,4.48
1673,46,Portuguese,4.28
1674,37,no,3.8
1675,22,no,3.67
1676,42,French,5.0
1677,64,no,4.56
1678,28,Arabic,4.26
1679,34,no,4.51
1680,29,Spanish,3.98
1681,26,Portuguese,4.22
1682,31,no,4.37
1683,47,French,4.08
1684,57,Spanish,3.97
1685,53,French,3.68
1686,57,no,4.65
1687,54,no,4.36
1688,38,no,4.62
1689,63,Russian,4.87
1690,29,no,4.26
1691,53,no,4.07
1692,26,Arabic,4.59
1693,56,no,4.46
1694,25,Spanish,4.72
1695,31,no,4.96
1696,39,Spanish,5.0
1697,53,no,3.47
1698,23,no,4.45
1699,33,no,4.36
1700,36,no,4.52
1701,55,no,3.72
1702,66,no,3.71
1703,49,Mandarin,5.0
1704,44,no,4.47
1705,36,no,4.03
1706,59,no,4.09
1707,26,no,4.43
1708,27,Mandarin,4.14
1709,30,no,4.39
1710,33,Arabic,4.24
1711,42,Spanish,4.12
1712,65,French,4.86
1713,51,Mandarin,4.41
1714,39,no,4.45
1715,30,Russian,4.3
1716,51,French,4.94
1717,32,Spanish,4.92
1718,66,no,4.78
1719,43,no,4.05
1720,46,Spanish,4.41
1721,63,no,4.24
1722,35,Spanish,4.22
1723,43,no,4.27
1724,46,no,4.07
1725,33,no,4.36
1726,23,no,3.78
1727,34,no,4.49
1728,26,French,4.56
1729,52,Spanish,4.43
1730,21,Portuguese,4.53
1731,35,Mandarin,4.69
1732,62,Mandarin,4.12
1733,47,no,4.68
1734,52,French,4.81
1735,52,Portuguese,4.17
1736,35,Mandarin,4.34
1737,50,no,4.37
1738,31,Spanish,4.31
1739,50,no,4.81
1740,53,no,4.55
1741,62,Mandarin,4.45
1742,64,French,3.97
1743,22,no,4.8
1744,35,no,4.57
1745,46,Arabic,4.2
1746,36,no,4.84
1747,50,no,4.64
1748,61,Mandarin,3.28
1749,33,French,4.54
1750,62,no,4.49
1751,62,no,4.77
1752,63,no,4.55
1753,24,no,3.84
1754,34,Mandarin,3.48
1755,26,French,4.4
1756,26,no,4.38
1757,23,no,3.38
1758,41,no,4.3
1759,25,no,3.74
1760,34,no,4.29
1761,67,no,4.98
1762,62,French,4.05
1763,65,no,4.49
1764,22,Mandarin,4.59
1765,52,no,4.57
1766,50,French,4.48
1767,27,Russian,4.93
1768,63,no,4.75
1769,40,no,4.06
1770,66,Mandarin,4.48
1771,26,no,4.19
1772,51,no,4.85
1773,27,no,4.28
1774,65,Arabic,4.96
1775,49,no,4.06
1776,24,no,4.71
1777,31,no,4.43
1778,37,Spanish,3.91
1779,21,no,4.4
1780,21,Arabic,3.92
1781,64,Mandarin,4.3
1782,67,no,4.18
1783,46,no,4.42
1784,63,French,4.89
1785,51,Mandarin,4.56
1786,22,no,3.79
1787,54,no,4.07
1788,21,no,4.27
1789,59,no,4.65
1790,38,no,3.92
1791,27,no,5.0
1792,33,no,4.62
1793,53,Arabic,4.34
1794,60,French,4.33
1795,47,French,4.54
1796,28,Spanish,4.38
1797,63,Spanish,4.71
1798,58,no,4.62
1799,40,Mandarin,4.74
1800,47,no,4.61
1801,66,no,4.87
1802,38,Portuguese,4.65
1803,22,Arabic,4.56
1804,27,no,4.53
1805,49,Mandarin,4.53
1806,67,no,4.17
1807,55,no,4.0
1808,50,no,4.25
1809,36,no,4.08
1810,41,Mandarin,4.0
1811,22,no,4.81
1812,38,no,4.73
1813,50,Russian,3.84
1814,63,no,4.5
1815,64,no,4.38
1816,59,no,4.39
1817,22,no,3.93
1818,59,no,3.85
1819,31,Spanish,4.65
1820,49,Arabic,3.89
1821,65,no,4.32
1822,62,no,4.22
1823,52,no,4.51
1824,35,Arabic,4.62
1825,45,no,4.83
1826,54,no,3.66
1827,45,Russian,4.89
1828,40,Spanish,3.77
1829,39,no,4.55
1830,49,no,4.04
1831,22,no,5.0
1832,67,Russian,4.32
1833,25,no,4.97
1834,67,no,5.0
1835,22,Spanish,4.37
1836,45,no,4.34
1837,40,no,3.86
1838,47,Arabic,4.5
1839,41,no,4.43
1840,63,Arabic,4.46
1841,21,French,4.43
1842,67,no,4.13
1843,53,Mandarin,4.24
1844,57,French,4.35
1845,27,Spanish,4.36
1846,24,Spanish,4.26
1847,39,no,4.88
1848,36,no,4.8
1849,57,Mandarin,4.24
1850,63,no,4.42
1851,41,no,4.48
1852,57,no,4.17
1853,23,no,4.47
1854,55,French,4.66
1855,25,French,3.74
1856,52,French,5.0
1857,38,no,4.96
1858,40,no,3.97
1859,33,French,4.06
1860,39,no,4.53
1861,62,Mandarin,4.02
1862,59,Spanish,5.0
1863,36,no,4.14
1864,34,no,5.0
1865,44,Spanish,4.25
1866,53,no,4.62
1867,29,Arabic,4.95
1868,55,Spanish,4.6
1869,65,no,4.54
1870,60,Mandarin,4.93
1871,46,no,4.44
1872,36,no,4.14
1873,36,Russian,3.86
1874,55,Mandarin,4.65
1875,42,Spanish,4.66
1876,26,French,4.68
1877,52,no,4.71
1878,27,no,3.99
1879,67,no,3.39
1880,40,no,5.0
1881,37,no,4.48
1882,23,no,4.3
1883,28,Mandarin,4.51
1884,65,no,4.03
1885,46,Spanish,4.01
1886,63,French,5.0
1887,65,Russian,4.54
1888,23,no,3.85
1889,38,Arabic,4.23
1890,60,French,4.54
1891,44,no,4.16
1892,44,no,5.0
1893,47,no,4.31
1894,53,Spanish,4.15
1895,65,Spanish,4.14
1896,62,no,4.13
1897,50,Mandarin,3.81
1898,48,no,4.86
1899,37,no,5.0
1900,26,Arabic,4.36
1901,54,Russian,4.03
1902,21,French,4.22
1903,53,no,3.81
1904,44,no,4.47
1905,57,no,4.24
1906,65,no,4.62
1907,46,no,5.0
1908,47,Arabic,4.67
1909,43,Spanish,3.86
1910,38,no,3.86
1911,25,no,4.08
1912,22,no,4.89
1913,54,no,4.68
1914,64,Mandarin,5.0
1915,23,no,4.4
1916,36,French,4.44
1917,49,no,3.93
1918,54,no,4.63
1919,55,Russian,4.63
1920,53,no,3.99
1921,24,no,4.79
1922,32,Spanish,4.44
1923,43,no,4.77
1924,23,no,3.72
1925,37,no,5.0
1926,39,no,4.26
1927,66,no,4.28
1928,35,no,4.63
1929,66,French,4.24
1930,53,Arabic,4.67
1931,53,no,4.72
1932,59,no,4.21
1933,60,no,4.13
1934,31,no,4.22
1935,40,no,4.37
1936,45,French,4.88
1937,66,no,4.55
1938,22,no,4.4
1939,43,Spanish,4.81
1940,31,French,3.88
1941,30,no,4.04
1942,56,no,4.86
1943,30,Russian,4.95
1944,58,no,4.5
1945,67,Spanish,5.0
1946,57,Spanish,4.58
1947,28,no,3.89
1948,27,no,4.21
1949,41,no,4.61
1950,46,no,4.26
1951,57,no,4.83
1952,40,French,3.92
1953,28,Mandarin,4.25
1954,67,Portuguese,5.0
1955,63,Russian,4.21
1956,51,Mandarin,4.27
1957,53,no,4.42
1958,64,no,4.92
1959,43,Spanish,4.4
1960,27,Spanish,3.91
1961,49,no,4.93
1962,42,Spanish,4.56
1963,58,no,4.8
1964,57,no,4.68
1965,43,French,5.0
1966,38,no,4.52
1967,40,no,4.37
1968,50,Spanish,4.53
1969,50,Spanish,4.44
1970,45,no,4.26
1971,45,Spanish,4.0
1972,67,no,3.93
1973,32,Spanish,4.51
1974,29,no,4.46
1975,58,Russian,3.88
1976,64,French,3.88
1977,49,no,4.89
1978,39,no,4.46
1979,37,no,4.36
1980,42,Mandarin,4.86
1981,23,Spanish,4.87
1982,45,Mandarin,4.95
1983,33,Arabic,3.67
1984,33,no,5.0
1985,47,Spanish,3.79
1986,66,no,4.15
1987,30,Spanish,4.13
1988,63,no,4.48
1989,45,French,4.51
1990,66,no,3.73
1991,38,no,4.26
1992,67,no,4.86
1993,52,Portuguese,3.84
1994,52,no,3.69
1995,47,no,4.41
1996,42,no,4.23
1997,45,no,4.09
1998,60,Arabic,4.11
1999,58,Russian,4.64
2000,22,French,4.57
2001,53,French,4.02
2002,60,no,4.34
2003,55,no,4.42
2004,44,Spanish,4.41
2005,36,Spanish,4.43
2006,52,no,5.0
2007,52,Mandarin,4.59
2008,38,no,4.01
2009,40,no,4.51
2010,38,no,4.44
2011,23,French,4.42
2012,22,Mandarin,4.7
2013,24,no,4.36
2014,40,French,4.5
2015,44,French,4.26
2016,40,no,5.0
2017,65,French,5.0
2018,31,no,4.44
2019,39,no,4.28
2020,32,no,4.11
2021,35,no,4.96
2022,48,no,4.43
2023,35,no,3.91
2024,35,no,4.11
2025,52,Spanish,4.1
2026,60,Spanish,4.61
2027,30,no,4.62
2028,26,no,4.46
2029,32,no,4.34
2030,48,French,4.51
2031,66,Arabic,3.81
2032,28,no,4.03
2033,23,Mandarin,4.26
2034,45,Spanish,4.27
2035,67,Russian,4.61
2036,46,no,4.65
2037,64,no,4.43
2038,51,Spanish,4.83
2039,22,no,4.28
2040,41,no,4.14
2041,57,no,4.51
2042,44,no,4.87
2043,30,Mandarin,4.43
2044,29,Mandarin,4.82
2045,52,no,3.9
2046,42,Arabic,4.1
2047,47,no,4.65
2048,38,Russian,3.7
2049,36,no,4.81
2050,52,French,4.55
2051,21,Arabic,4.03
2052,41,French,4.37
2053,38,French,5.0
2054,57,no,4.89
2055,55,Mandarin,4.5
2056,41,Spanish,4.38
2057,33,no,4.1
2058,32,Russian,4.28
2059,30,no,3.85
2060,33,no,4.17
2061,56,Arabic,5.0
2062,23,no,4.23
2063,22,no,3.9
2064,46,no,4.02
2065,31,Mandarin,4.7
2066,60,Arabic,4.2
2067,56,no,4.43
2068,57,Spanish,3.97
2069,42,Spanish,4.79
2070,41,Spanish,4.06
2071,41,Spanish,4.41
2072,30,Portuguese,4.46
2073,47,no,5.0
2074,61,no,4.71
2075,33,Spanish,5.0
2076,23,no,4.27
2077,47,no,4.89
2078,39,no,4.46
2079,58,no,4.52
2080,61,Portuguese,4.75
2081,65,no,4.55
2082,39,Spanish,4.45
2083,63,Mandarin,4.72
2084,26,no,4.22
2085,38,no,4.84
2086,33,no,4.67
2087,64,no,4.13
2088,49,no,4.34
2089,38,Spanish,4.08
2090,28,no,4.76
2091,57,no,4.21
2092,51,no,4.57
2093,61,no,4.56
2094,41,no,4.13
2095,28,Portuguese,5.0
2096,36,no,4.17
2097,50,no,4.92
2098,32,Spanish,4.42
2099,24,Mandarin,3.62
2100,59,Spanish,4.98
2101,45,no,4.68
2102,39,Spanish,4.35
2103,46,no,4.04
2104,55,French,3.88
2105,21,no,5.0
2106,41,Mandarin,4.13
2107,32,Spanish,4.18
2108,25,Spanish,4.72
2109,22,no,3.82
2110,41,Spanish,3.94
2111,46,Mandarin,4.71
2112,44,no,4.46
2113,57,no,4.4
2114,42,no,4.27
2115,48,no,4.41
2116,59,Mandarin,4.48
2117,51,no,4.41
2118,63,Mandarin,4.16
2119,31,Mandarin,4.1
2120,57,Spanish,4.25
2121,53,Spanish,5.0
2122,48,Spanish,4.78
2123,21,no,4.05
2124,46,no,3.96
2125,61,French,4.46
2126,51,Russian,5.0
2127,21,no,3.93
2128,34,Portuguese,4.5
2129,47,Russian,4.5
2130,59,no,4.52
2131,41,Mandarin,4.33
2132,61,Spanish,4.69
2133,58,no,4.32
2134,33,no,4.67
2135,30,no,4.61
2136,63,French,4.77
2137,48,no,5.0
2138,60,French,5.0
2139,64,Spanish,5.0
2140,40,Mandarin,5.0
2141,23,no,3.9
2142,63,no,4.47
2143,48,no,4.59
2144,26,no,5.0
2145,45,no,3.98
2146,22,no,4.43
2147,34,no,4.08
2148,37,Spanish,4.7
2149,42,no,4.18
2150,47,no,4.92
2151,60,Arabic,3.97
2152,37,no,4.91
2153,55,Portuguese,4.44
2154,65,Spanish,4.51
2155,56,no,5.0
2156,32,Portuguese,4.47
2157,52,Arabic,4.49
2158,34,Spanish,4.77
2159,43,no,4.24
2160,50,no,5.0
2161,34,no,4.38
2162,21,Mandarin,4.01
2163,60,no,5.0
2164,55,no,4.59
2165,26,no,3.49
2166,38,no,4.26
2167,33,no,4.1
2168,66,no,3.97
2169,65,Arabic,4.53
2170,53,no,4.69
2171,41,no,4.82
2172,23,no,4.87
2173,32,no,4.77
2174,25,Spanish,4.04
2175,58,no,4.77
2176,25,Portuguese,5.0
2177,52,Russian,4.39
2178,65,French,4.6
2179,35,French,4.03
2180,53,no,4.88
2181,62,Spanish,4.95
2182,41,no,4.23
2183,42,French,4.49
2184,30,no,4.29
2185,41,no,4.5
2186,62,no,4.23
2187,52,Spanish,4.87
2188,30,Spanish,4.62
2189,45,no,5.0
2190,54,no,4.76
2191,24,no,4.07
2192,56,French,4.58
2193,30,no,4.53
2194,34,no,4.34
2195,40,Spanish,5.0
2196,44,Spanish,5.0
2197,64,French,4.73
2198,31,Spanish,4.44
2199,33,Portuguese,3.59
2200,38,no,4.47
2201,61,no,4.22
2202,66,Russian,4.83
2203,42,no,4.03
2204,53,French,4.74
2205,64,no,3.98
2206,60,no,4.58
2207,53,no,4.89
2208,46,Spanish,4.88
2209,67,French,4.53
2210,32,no,4.61
2211,38,no,4.01
2212,54,no,4.43
2213,21,no,4.39
2214,44,no,4.74
2215,61,Portuguese,4.51
2216,29,no,4.44
2217,58,no,4.75
2218,40,no,4.08
2219,61,no,3.79
2220,50,no,4.53
2221,28,Mandarin,4.07
2222,55,Spanish,3.88
2223,23,French,5.0
2224,32,no,4.1
2225,62,Spanish,4.57
2226,62,Arabic,4.35
2227,23,Arabic,4.13
2228,38,Portuguese,4.24
2229,25,no,4.77
2230,33,Russian,4.47
2231,66,French,4.53
2232,30,French,4.26
2233,51,Spanish,5.0
2234,58,Russian,3.9
2235,62,no,3.66
2236,37,Mandarin,4.85
2237,53,Mandarin,4.86
2238,43,Mandarin,4.7
2239,26,Mandarin,4.6
2240,31,no,4.83
2241,56,no,4.7
2242,53,no,3.98
2243,45,Mandarin,4.85
2244,57,Mandarin,4.76
2245,53,French,5.0
2246,36,French,5.0
2247,34,Spanish,4.66
2248,65,no,3.74
2249,66,Spanish,5.0
2250,22,Arabic,4.01
2251,58,Spanish,4.52
2252,27,Arabic,4.28
2253,61,Russian,4.44
2254,48,no,4.71
2255,53,Mandarin,4.25
2256,53,no,4.5
2257,49,no,4.18
2258,32,no,4.39
2259,58,no,4.24
2260,47,no,4.21
2261,46,Spanish,4.3
2262,35,no,5.0
2263,21,no,4.36
2264,47,no,3.83
2265,37,no,5.0
2266,51,Arabic,4.76
2267,38,no,4.67
2268,66,no,4.55
2269,53,Russian,4.29
2270,42,French,4.88
2271,54,Spanish,4.5
2272,51,Mandarin,4.12
2273,50,no,4.66
2274,48,Mandarin,4.73
2275,64,no,4.56
2276,35,no,4.03
2277,41,no,4.31
2278,32,Mandarin,3.95
2279,47,no,4.97
2280,67,no,4.12
2281,49,no,3.92
2282,30,Mandarin,4.93
2283,64,no,4.46
2284,58,no,4.29
2285,41,no,4.25
2286,27,French,3.97
2287,39,no,4.86
2288,58,Portuguese,4.51
2289,48,no,4.56
2290,29,no,4.47
2291,28,no,4.54
2292,66,no,4.43
2293,42,no,4.53
2294,53,no,4.77
2295,37,Arabic,5.0
2296,25,no,4.04
2297,40,no,4.14
2298,53,no,4.66
2299,36,no,5.0
2300,49,no,4.9
2301,41,no,4.12
2302,36,no,5.0
2303,32,no,4.32
2304,33,Portuguese,4.89
2305,33,Spanish,4.67
2306,54,Portuguese,3.89
2307,36,no,4.8
2308,55,Arabic,4.7
2309,35,no,4.26
2310,36,no,4.32
2311,64,French,3.88
2312,62,no,4.65
2313,39,no,4.87
2314,33,French,3.91
2315,54,Spanish,4.3
2316,24,no,4.64
2317,42,no,4.33
2318,49,no,4.47
2319,52,Russian,3.83
2320,26,no,5.0
2321,21,no,4.43
2322,34,no,4.09
2323,26,Arabic,3.4
2324,44,Mandarin,4.82
2325,64,no,4.82
2326,34,Portuguese,4.41
2327,42,no,4.71
2328,31,Arabic,4.68
2329,23,no,4.34
2330,54,no,4.21
2331,33,no,4.31
2332,46,Russian,4.77
2333,53,Portuguese,4.96
2334,60,Spanish,4.48
2335,29,no,5.0
2336,48,no,4.26
2337,63,no,4.77
2338,43,no,5.0
2339,22,no,4.83
2340,33,Spanish,5.0
2341,58,Spanish,4.1
2342,58,Arabic,5.0
2343,35,no,4.45
2344,30,no,4.28
2345,34,no,3.78
2346,32,no,4.65
2347,55,Spanish,4.17
2348,60,French,4.76
2349,23,no,3.82
2350,55,no,5.0
2351,56,Arabic,4.57
2352,49,no,5.0
2353,61,no,3.93
2354,22,Mandarin,4.87
2355,53,Spanish,3.65
2356,26,no,4.32
2357,63,French,4.46
2358,44,Portuguese,4.14
2359,25,no,4.27
2360,56,no,4.28
2361,56,Mandarin,3.85
2362,42,Spanish,4.34
2363,35,no,4.41
2364,21,no,4.55
2365,63,Mandarin,4.4
2366,29,no,4.9
2367,60,no,4.11
2368,48,no,4.38
2369,53,no,4.49
2370,53,Portuguese,4.64
2371,61,Spanish,4.05
2372,22,no,4.39
2373,67,Arabic,4.43
2374,23,no,4.13
2375,67,no,4.5
2376,33,no,4.7
2377,60,Mandarin,4.05
2378,24,Mandarin,4.1
2379,42,French,4.13
